event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san
7071,1975,1654,1-0,10,True,True,kingside,kingside,4,resignation,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 O-O Nge7 Ng5 O-O Qh5 h6 Nxf7 Rxf7 Bxf7+ Kf8 Bb3 Qe8 Qf3+
7072,1770,2103,1/2-1/2,39,True,True,kingside,kingside,16,draw,d4 Nf6 Bg5 e6 e4 Be7 e5 Nd5 Bxe7 Nxe7 g3 O-O Bg2 d5 Ne2 c5 O-O Nbc6 dxc5 Qa5 f4 Qxc5+ Kh1 Nf5 Qc1 Ne3 Rf3 Nxg2 Kxg2 b5 Nd2 Bb7 Rc3 Qb6 Nf3 Rac8 a3 d4 Rd3 b4 Qg1 Rfd8 Qf2 Na5 Nxd4 Bxf3+ Kxf3 Qb7+ Kg4 Nc4 axb4 Nxb2 Rb3 Nc4 c3 Qe4 Kh3 h5 Rxa7 Ne3 Qf3 Rxd4 Qxe4 Rxe4 b5 g5 b6 g4+ Kh4 Kg7 Kxh5 Rh8+ Kg5 Rg8 b7 Kf8+ Kh5 Rh8+
7073,2085,2502,0-1,42,True,True,kingside,kingside,19,resignation,d4 d5 c4 e6 Nc3 Be7 cxd5 exd5 Bf4 c6 e3 Bf5 Nge2 Nd7 Ng3 Be6 Nh5 Bf8 Bg3 Ngf6 Bd3 Nxh5 Qxh5 Be7 O-O Nf6 Qe2 O-O a3 a5 Rad1 Re8 h3 h6 Bb1 Rc8 Rc1 b5 Bh4 Nd7 Bxe7 Qxe7 Rfe1 Nb6 e4 b4 exd5 cxd5 Nb5 Rxc1 Rxc1 bxa3 Nxa3 Qb4 Qb5 Qxb5 Nxb5 Nc4 Nc7 Rd8 b3 Nd2 Ba2 Ne4 Na6 Rc8 Rxc8+ Bxc8 Nc5 Nc3 b4 Nxa2 b5 Nc3 b6 a4 b7 Bxb7 Nxb7 a3 Nc5 Ne2+ Kf1 Nc1
7074,2431,2468,1-0,45,True,False,kingside,none,16,resignation,e4 c5 c3 d6 d4 Nf6 Bd3 Qc7 Nf3 Bg4 O-O e6 h3 Bh5 Bf4 Be7 e5 dxe5 Qa4+ Nc6 Nxe5 Bd6 Na3 Bxe5 dxe5 Nd5 Nb5 Qa5 Nd6+ Kd7 Qc4 Qa6 Qe4 Qb6 Bg3 Raf8 Bc4 Nce7 Bb5+ Kc7 c4 Bg6 Qh4 Nf5 Nxf5 Bxf5 a4 a6 a5 Qa7 Ba4 Nb4 Rfd1 Kb8 Rd7 Ka8 Rad1 Qb8 Qe7 Re8 Qxf7 g5 R1d6 Rd8 Rxd8 Rxd8 Qe7 Rg8 f3 Qf8 Qc7 Qc8 Qb6 Nd3 Bd7 Qd8 Bxe6 Qxb6 axb6 Bxe6 Rxe6 Nxb2 Rf6 Kb8 e6+ Kc8 Rf5 Re8 Rxc5+ Kd8 Be5
7075,1649,1487,0-1,40,True,True,kingside,kingside,17,resignation,c4 f5 Nc3 Nf6 Nf3 g6 d3 Bg7 g3 O-O Bg2 Qe8 O-O e5 Nb5 Na6 e3 Qe7 Rb1 c6 Nc3 Nc7 Qb3 Kh8 d4 e4 Nd2 b6 f3 exf3 Nxf3 Ng4 Nd1 d5 Nf2 Ba6 Nxg4 Bxc4 Qc3 fxg4 Nd2 Bxf1 Nxf1 Qe6 Bd2 Qf5 Qc1 Rae8 Qd1 Nb5 Bc3 Qf2+ Kh1 Nxc3 bxc3 b5 a3 h5 Qe1 Qxe1 Rxe1 Rf2 Ra1 Rc2 a4 a6 axb5 axb5 h3 Rxc3 hxg4 hxg4 Kh2 Bh6 e4 dxe4 Kh1 e3 Re1 e2
7076,2078,2436,1-0,27,True,False,kingside,none,12,resignation,e4 c5 Nf3 Nc6 Bb5 Qb6 Nc3 e6 Bxc6 Qxc6 O-O a6 d4 cxd4 Nxd4 Qc7 Re1 b5 Bg5 f6 Bh4 Bb4 Nf5 Bxc3 bxc3 Kf8 Bg3 Qc6 Bd6+ Kf7 Nxg7 Kxg7 Qg4+ Kf7 Qh5+ Kg7 Rad1 Bb7 Re3 Qxe4 Rxe4 Bxe4 Qg4+ Bg6 Bb4 Ra7 Qd4 Rb7 Qd6 Nh6 Qxa6 Rhb8 Bd6 Rb6 Qa3
7077,2147,2385,0-1,53,False,False,none,none,24,resignation,Nf3 Nf6 c4 c6 g3 d5 Bg2 Bf5 cxd5 cxd5 Qb3 Nc6 Qxb7 Bd7 Qb3 e5 d3 Rb8 Qd1 Bb4+ Nfd2 h5 a3 Bc5 e3 h4 Nc3 hxg3 hxg3 Rxh1+ Bxh1 d4 Na4 dxe3 Nxc5 exd2+ Qxd2 Nd4 b4 Bg4 Bb2 Bf3 Bxd4 Qxd4 Nb3 Qd5 Bxf3 Qxf3 Qe2 Qd5 Nc5 a5 Rc1 axb4 Na6 Qh1+ Kd2 Qh6+ Kd1 Rd8 Qxe5+ Kf8 Nxb4 Qh1+ Qe1 Qa8 Qc3 Qf3+ Kc2 Qxf2+ Kb3 Qxg3 a4 Qb8 Ka3 Kg8 Qc7 Qxc7 Rxc7 g5 Rc5 g4 a5 Kh7 a6 Kh6 a7 g3 d4 Ra8 Nc6 Ne4 Rc1 f5 Kb4 f4 Kc4 f3 Ne5 f2 Ng4+ Kg5 Nxf2 gxf2 Kd3 Ng3
7078,1945,2170,1/2-1/2,27,True,True,kingside,kingside,15,draw,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 dxc4 Bxc4 b6 O-O Nbd7 Qe2 Bb7 Bd3 c5 Rd1 Qb8 Bd2 e5 dxe5 Bxf3 gxf3 Nxe5 Ne4 Nfd7 Bc2 Bxd2 Rxd2 c4 f4 Nd3 Bxd3 cxd3 Qxd3 Nc5 Nxc5 bxc5 Rc1 Qc8 Qd5 Qg4+ Qg2 Qe6 Qd5 Qg4+ Kf1 Qh3+ Ke1 Qxh2 Qxa8
7079,2298,2338,1/2-1/2,20,True,True,kingside,kingside,9,draw,d4 Nf6 c4 c5 Nf3 e6 Nc3 cxd4 Nxd4 Nc6 e3 Bb4 Be2 Ne4 Bd2 Nxd2 Qxd2 O-O O-O d5 cxd5 exd5 a3 Be7 Bf3 Be6 Nde2 Bf6 Bxd5 Ne7 e4 Bxd5 exd5 Qb6 Rab1 Rad8 Rfd1 Rfe8 Ng3 g6 b4
7080,2278,2144,1-0,58,True,True,kingside,kingside,21,resignation,d4 d5 Nf3 Nf6 c4 c6 e3 e6 Bd3 Nbd7 O-O Bd6 Nbd2 O-O e4 dxe4 Nxe4 Nxe4 Bxe4 h6 Bc2 e5 Qd3 f5 c5 Bc7 Qb3+ Kh8 dxe5 Nxe5 Re1 Qf6 Bf4 Nxf3+ Qxf3 Bxf4 Qxf4 Qxb2 Bb3 Bd7 Qc7 Be8 Qxb7 Rd8 Qxa7 Bh5 Rab1 Qc3 Rec1 Qf6 Re1 Qc3 Qc7 Qxc5 Rbc1 Qb4 Qxc6 Bf7 Qc3 Qb7 Qc7 Rd7 Qxb7 Rxb7 Bxf7 Rbxf7 Rc4 Ra7 a4 Rfa8 Ra1 Ra5 h4 Kh7 Kh2 Kg6 Ra3 R8a7 Kg3 R7a6 f3 Kh5 Kh3 Kg6 Rf4 Kh7 h5 Ra7 Ra2 R7a6 Kh2 Ra7 Kg1 R7a6 Kf2 Re5 Re2 Rea5 Ra2 Re5 Rb4 f4 Rxf4 Rxh5 Ke3 Rd5 Rd4 Re5+ Kd3 Ra7 Kc3 Re3+ Kb4 Rb7+ Kc5 Rc3+
7081,2389,2359,1/2-1/2,27,True,True,kingside,kingside,12,draw,d4 Nf6 Nf3 g6 g3 Bg7 Bg2 d5 c4 dxc4 Qa4+ Nfd7 O-O O-O Qxc4 Nb6 Qb3 Be6 Qd1 Nc6 Nc3 Nxd4 Nxd4 Qxd4 Qxd4 Bxd4 Nb5 Be5 Bxb7 Rab8 Bg2 Nc8 a4 a6 f4 axb5 fxe5 bxa4 Rxa4 Rd8 Ra5 Kg7 Rc5 Rd7 Bc6 Rd4 Rf4 Rd1+ Rf1 Rd4 Rf4 Rd1+ Kf2 Nb6
7082,1929,1916,1/2-1/2,19,True,True,kingside,kingside,4,draw,c4 e6 Nc3 d5 cxd5 exd5 d4 c6 Nf3 Bf5 e3 Nd7 Bd3 Bxd3 Qxd3 Ngf6 O-O Be7 a3 O-O b4 b5 Bd2 Re8 Ne2 Ne4 Rfc1 Qb6 Ne5 Nb8 Nf4 Bf6 Bc3 Nd6 Nh5 Be7 Be1 Qb7 Qe2
7083,2423,2197,1/2-1/2,68,True,True,kingside,kingside,25,draw,d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Ne2 b6 a3 Bxc3+ Nxc3 O-O Be2 Bb7 d5 b5 Qb3 exd5 Qxb5 Bc6 Qxc5 dxc4 O-O d5 Rd1 Qc8 e4 Nbd7 Qd4 dxe4 Bxc4 Nb6 Bg5 Rd8 Qxd8+ Qxd8 Rxd8+ Rxd8 Bb3 Rd6 h3 Nfd7 Re1 Rg6 Be3 Kf8 Rd1 Ke7 Ne2 a5 Nf4 Rg5 Ne6 Rb5 Nd4 Rxb3 Nxb3 Ba4 Rxd7+ Kxd7 Nxa5 Nd5 b3 Bb5 Nb7 f5 Nc5+ Kd6 b4 f4 Bd4 e3 fxe3 fxe3 g3 g6 Kg2 e2 Ne4+ Kc6 Kf2 Bd3 Nc5 Bc4 Ke1 g5 Ne4 h6 Kd2 Nxb4 axb4 Kd5 Nxg5 hxg5 Bf2 Ke4 Be1 Be6 h4 gxh4 gxh4 Bg4 Kc3 Be6 b5 Kd5 Kb4 Bf5 Ka5 Bd3 Kb6 Kd6 Bg3+ Kd5 Bf2 Kd6 Be1 Kd5 Bg3 Bc4 Ka5 Bd3 Bf2 Bc4 Kb4 Bd3 Bg3 Bg6 Be1 Bd3 Bf2 Bg6 Kc3 e1=Q+
7084,1595,1830,0-1,75,True,True,kingside,kingside,27,resignation,d4 d5 Nf3 Nf6 c4 e6 Nc3 Be7 Bg5 O-O e3 Nbd7 Qc2 Re8 Bd3 Nf8 O-O c6 a3 dxc4 Bxc4 Nd5 Bxe7 Qxe7 Ne4 Ng6 Bd3 e5 Qc5 Bg4 Nfd2 exd4 Qxd4 Red8 Qc4 Be6 Qc2 Ne5 Be2 Bf5 Qc5 Qh4 Ng3 Bg6 Nf3 Nxf3+ Bxf3 Qf6 Qc1 Qe7 Rd1 Nf6 Qc3 h5 Rd4 Rxd4 Qxd4 Rd8 Qxa7 h4 Ne2 Be4 Nc3 Bxf3 gxf3 h3 Rd1 Rxd1+ Nxd1 Nd5 Qd4 Qe6 Qg4 Qh6 Kf1 Nf6 Qg3 Nh7 Nc3 Nf8 Ne2 Qe6 Nc3 Qb3 Qxh3 Qxb2 Ne4 Qxa3 Qf5 Qe7 h3 Qe6 Qg4 f5 Ng5 fxg4 Nxe6 Nxe6 hxg4 Kf7 f4 b5 Ke2 c5 Kd3 c4+ Kc3 Kf6 Kb4 g6 f3 Nc7 e4 Ke6 Kc3 Ne8 f5+ gxf5 exf5+ Ke5 Kb4 Ng7 Kc3 Nxf5 g5 Nh4 Kb4 Nxf3 g6 Kf6 g7 Kxg7 Kc3 Kf6 Kb4 Ke5 Kc3 Ke4 Kc2 b4 Kb2 c3+ Kc2 Ne1+ Kd1 Kd3 Kc1 c2 Kb2 Kd2
7085,2237,2231,1/2-1/2,60,False,False,none,none,26,draw,c4 b6 d4 e6 e4 Bb7 d5 Bb4+ Bd2 Bxd2+ Qxd2 d6 Nf3 exd5 exd5 Nf6 Qe3+ Qe7 Qxe7+ Kxe7 Bd3 Re8 Nc3 Kf8+ Kd2 a6 Rhe1 Nbd7 h3 g6 b3 Kg7 Nd4 h6 a4 Rxe1 Rxe1 Re8 Ra1 Nc5 a5 Nxd3 Kxd3 Nd7 axb6 cxb6 f4 Nc5+ Kd2 Ne4+ Nxe4 Rxe4 Ne2 b5 Kd3 Re8 Nc3 bxc4+ bxc4 Bc8 Kd4 Kf8 Rb1 f5 Rb6 Ke7 c5 dxc5+ Kxc5 Kf7 Rc6 g5 Rxh6 gxf4 Rh7+ Kf6 Rc7 Rg8 d6 Be6 Ne2 Rxg2 Nxf4 Rc2+ Kd4 Rd2+ Nd3 Ra2 Ke3 Ra3 Kd2 Ra4 Kc3 Rh4 d7 Ke7 Ne5 Rxh3+ Kd4 Bxd7 Rxd7+ Ke6 Rd5 Rh4+ Kc5 Rh1 Nd3 Ra1 Rd6+ Ke7 Rh6 a5 Ra6 Rd1 Kd4 Ra1 Ke5 Kd7 Kxf5 Kc7
7086,2302,2245,0-1,14,False,False,none,none,7,resignation,d4 d5 c4 e6 Nc3 c5 cxd5 exd5 Nf3 Nc6 dxc5 d4 Na4 b5 cxb6 axb6 e3 Bb4+ Bd2 d3 Bxb4 Nxb4 Nd4 Nf6 a3 Bg4 Qb3 Nc2+
7087,1812,2285,0-1,21,False,True,none,kingside,10,resignation,d4 Nf6 Nf3 g6 Bf4 Bg7 e3 c5 Bd3 Qb6 dxc5 Qxb2 Nbd2 Nd5 Rb1 Qa3 Nd4 Nxf4 Bc4 Bxd4 exd4 Nxg2+ Kf1 Qh3 Kg1 Nf4 Bf1 Qh5 Qf3 Qxf3 Nxf3 O-O Rb3 d6 h4 dxc5 dxc5 Rd8 Bd3 Be6 Ra3 Bd5
7088,1838,1303,1-0,20,True,True,queenside,kingside,11,checkmate,e4 d6 d4 g6 Nf3 Bg7 Be3 Nf6 Nc3 O-O Qd2 Ng4 Bg5 f6 Bc4+ Kh8 Bh4 g5 Bg3 Nc6 h4 Bh6 hxg5 fxg5 O-O-O Nxf2 Bxf2 Rf6 Be3 Qf8 Bxg5 Bxg5 Nxg5 h6 Nf7+ Rxf7 Bxf7 Qxf7 Qxh6+ Kg8 Qh8#
7089,2158,2228,0-1,41,True,True,kingside,kingside,16,checkmate,Nf3 Nf6 c4 g6 Nc3 Bg7 e4 d6 d4 O-O Be2 e5 O-O exd4 Nxd4 Re8 f3 c6 Bf4 Nh5 Be3 f5 Qd2 f4 Bf2 Nd7 Rfd1 Ne5 Nb3 Be6 c5 Bxb3 axb3 dxc5 Qxd8 Rexd8 Rxd8+ Rxd8 Rxa7 Rd2 Rxb7 Rxb2 Bxc5 Rc2 Bb4 c5 Rb8+ Kf7 Ba5 Bf6 Rb7+ Kf8 Rc7 Nf7 Bc4 Rc1+ Kf2 Bd4+ Ke2 Ne5 Nd5 Rg1 Rc8+ Kg7 Rc7+ Kh6 g4 fxg3 Bd2+ g5 f4 gxh2 fxe5 Ng3+ Kd3 h1=Q Nf6 Qf3+ Kc2 Qd1+ Kd3 Qb1#
7090,2321,2545,0-1,40,True,True,kingside,kingside,16,resignation,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Nf6 O-O e5 Nb3 Nc6 Nc3 Be7 Nd5 d6 Be3 Nxd5 exd5 Nb4 c4 O-O a3 Nxd3 Qxd3 f5 f4 Bf6 Rf2 e4 Qd2 Bd7 Nd4 Rc8 Rc1 Qe7 b4 b5 cxb5 axb5 Nc6 Qf7 Qd1 Ra8 Na5 Rfc8 Rfc2 h6 Qd2 Kh7 Rxc8 Rxc8 Rxc8 Bxc8 Qc2 Qxd5 Qxc8 Qd1+ Kf2 Bh4+ g3 Qf3+ Ke1 Qxe3+ Kd1 Qd3+ Kc1 Qxa3+ Kc2 Qd3+ Kc1 e3 Qc2 Qf1+ Kb2 Bf6+ Kb3 g6
7091,2602,2495,1/2-1/2,38,True,True,kingside,kingside,18,draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Bb7 d3 Be7 a4 O-O Re1 d6 Nbd2 Qd7 Nf1 Nd8 Ng3 Ne6 c3 c5 Ng5 Nxg5 Bxg5 Ne8 Be3 g6 axb5 axb5 Rxa8 Bxa8 Bh6 Ng7 Qf3 Bc6 Nf1 Qb7 Ne3 c4 dxc4 Bxe4 Qe2 b4 Bc2 Bc6 c5 dxc5 Nf5 Nxf5 Bxf5 Rd8 Qxe5 Bf8 Bxf8 Rxf8 Be4 Bxe4 Qxe4 Qxe4 Rxe4 Rd8 Kf1 Rd1+ Re1 Rd2 Re2 Rd1+ Re1 Rd2 Re2 Rd1+
7092,2015,1844,1-0,37,True,True,kingside,kingside,20,resignation,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 d6 Be2 Be7 O-O Nf6 f4 Nc6 Nxc6 bxc6 Bf3 Qb6+ Kh1 O-O Qe1 Qc7 Qg3 Kh8 b3 Ne8 Bb2 Qd8 Rad1 Bh4 Qh3 e5 Bg4 Bf6 Ne2 Bxg4 Qxg4 Qa5 fxe5 Bxe5 Bxe5 dxe5 a4 Rd8 Ng3 Rxd1 Qxd1 Nf6 Qd6 Rc8 Rxf6 Rd8 Rxf7 Kg8 Qe6 Kh8 h3 Qe1+ Kh2 Qd2 Qe7 Rg8 Qxe5 Qh6 Nf5 Qg6 Nxg7 Qxf7 Nh5+ Rg7 Qxg7+ Qxg7 Nxg7
7093,2178,2412,1/2-1/2,64,True,True,kingside,queenside,20,draw,e4 d5 exd5 Qxd5 h3 Nf6 Nf3 Bf5 Be2 Nc6 d4 O-O-O c4 Qa5+ Bd2 Qb6 d5 Ne4 O-O Nxd2 Nbxd2 Nd4 Nb3 Nxf3+ Bxf3 e6 Qe2 exd5 Bxd5 Bg6 Rfd1 c6 Bf3 Bb4 Qe5 Qc7 Qxg7 Bd6 Re1 Rhg8 Qf6 Rde8 Qd4 Kb8 Rad1 Be5 Qd2 Bf5 Kh1 f6 Nc5 Ka8 b4 Bc8 a4 Rd8 Qc2 Qg7 Ne4 Rxd1 Rxd1 Qh6 Kg1 Qxh3 Kf1 Qh1+ Ke2 Qh6 b5 cxb5 cxb5 Re8 Rd5 Bb8 Qd2 Qg6 Kf1 Rxe4 Bxe4 Qxe4 Rd8 Qb1+ Ke2 Qe4+ Kf1 Qc4+ Kg1 Qc7 a5 Qh2+ Kf1 Qh1+ Ke2 Bg4+ Kd3 Qxg2 Qf4 Qf3+ Qxf3 Bxf3 b6 f5 Ke3 Bg4 f3 f4+ Ke4 Be6 Rh8 Bb3 Kf5 Bd1 Ke4 Ba4 Kd3 Bd1 Ke4 Bc2+ Kd4 Bg6 Kd5 Bf7+ Ke4 Bh5 Rg8 Bg6+ Kd4 Bf7 Rh8
7094,2068,2161,0-1,36,True,True,kingside,kingside,18,resignation,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 a3 Bxc3+ bxc3 b6 O-O dxc4 Bxc4 Bb7 a4 Nbd7 Ba3 Qc7 Be2 Rfd8 h3 e5 Qb3 Rac8 Rac1 Bd5 Qb1 Re8 Rfd1 exd4 cxd4 c4 Bxc4 Bxc4 Nd2 b5 axb5 Nb6 Nxc4 Nxc4 Bc5 Nb6 Rd3 Qd7 Ra3 Rc7 f3 Rec8 Rc2 Nfd5 Rca2 Nc4 Rxa7 Nc3 b6 Nxb1 Rxc7 Rxc7 bxc7 Nba3 Bxa3 Qxc7 Bc5 h5 e4 Qg3
7095,2267,2545,1/2-1/2,67,True,True,kingside,kingside,24,draw,e4 c5 Nf3 Nc6 g3 g6 Bg2 Bg7 O-O Nf6 Re1 O-O c3 e5 d4 cxd4 cxd4 exd4 Nxd4 d5 Nxc6 bxc6 Nc3 dxe4 Qxd8 Rxd8 Nxe4 Nxe4 Bxe4 Be6 Bxc6 Rab8 Be3 Rbc8 Bf3 Bxb2 Rad1 Rxd1 Rxd1 a5 Bd5 Rd8 Bb3 Rxd1+ Bxd1 Bc3 Bb3 Bd7 a4 Bc6 Bc5 Bf3 Kf1 Kg7 Be7 f6 h4 h6 Bc4 Bd1 Bb5 Kf7 Bc5 Ke6 Bc6 g5 f3 gxh4 gxh4 Ke5 Bf8 Bd2 Kf2 f5 Bd7 Bc2 Ke2 Bf4 Be7 Kd4 Bd8 Bd3+ Kf2 Bd2 Be7 Kc3 h5 Kd4 Bf8 Ke5 Bg7+ Kd6 Be8 Ke7 Bc6 Bc4 Kg3 Bf7 f4 Bxh5 Bxh6 Be1+ Kg2 Be2 Bg7 Kd6 Be8 Kd5 Be5 Ke4 Bc6+ Ke3 Bc7 Bd3 Bd7 Be4+ Kf1 Bb4 Be8 Kf3 Bh5+ Kg3 Ke2 Bc6 Bg6 Kg4 Kd3 Bxa4 Kc4 Bd7 Be5 Bd2 Kb3 Bxf4 Bc3
7096,2074,2235,0-1,35,True,True,kingside,kingside,17,resignation,Nf3 c5 c4 g6 e4 Nc6 d4 cxd4 Nxd4 Bg7 Be3 Nf6 Nc3 d6 Be2 O-O O-O Bd7 h3 a5 Ndb5 Nb4 a3 Na6 f4 Bc6 Bf3 Nd7 Rb1 Nb6 Qe2 Rc8 Na7 Ra8 Nxc6 bxc6 e5 Qc7 exd6 exd6 Qd3 Nc5 Bxc5 dxc5 Qe4 Bd4+ Kh1 Nxc4 Qd3 Ne3 Rfe1 Nf5 Ne2 Rad8 Nxd4 Rxd4 Qc3 Nh4 Re5 Rxf4 Rxc5 Rxf3 gxf3 Qg3 Qc2 Qxh3+ Kg1 Qg3+ Kh1 Nxf3
7097,2332,2136,1-0,38,True,True,kingside,queenside,18,resignation,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Bxc6 dxc6 d3 Bg4 h3 Bh5 g4 Bg6 Nxe5 Qd4 Nc4 O-O-O Qe2 h5 g5 Nh7 h4 f6 Be3 Qd7 f4 fxg5 hxg5 Bd6 f5 Bf7 Nxd6+ Qxd6 Qh2 g6 Qxd6 cxd6 Nd2 Rhe8 Rae1 Rd7 Nf3 d5 Bf4 Rde7 Nh4 gxf5 g6 Bxg6 Nxg6 Re6 Nh4 fxe4 dxe4 Rxe4 Rxe4 Rxe4 Nf5 Kd7 Ng3 Rc4 c3 h4 Nf5 h3 Kh2 Nf6 Kxh3 Ne4 Ng3 Nc5
7098,2579,2618,1/2-1/2,32,True,True,kingside,kingside,19,draw,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Nf3 c5 Be3 Nc6 Qd2 cxd4 cxd4 Bg4 Rd1 O-O Be2 Bxf3 Bxf3 e5 dxe5 Nxe5 Be2 Qxd2+ Rxd2 Rfc8 O-O Nc4 Bxc4 Rxc4 Rd7 Rxe4 Rxb7 Ra4 Rfb1 h5 g3 Rxa2 Rd7 a5 Rbb7 Rb2 Rbc7 Be5 Rc5 Bh8 Rcc7 a4 Ra7 Rxa7 Rxa7 Rb4 Ra8+ Kg7 h4 f5 Bg5 Kh7 Ra7+
7099,2072,2002,1/2-1/2,39,True,True,kingside,kingside,22,draw,d4 Nf6 c4 c5 Nf3 e6 Nc3 Be7 e4 O-O Be2 d5 e5 Ne4 Qb3 cxd4 Nxd4 Bc5 Be3 Bxd4 Bxd4 Nc6 Rd1 Nxd4 Rxd4 Qg5 Nxe4 Qxe5 Qe3 dxe4 Qxe4 Qa5+ Rd2 f5 Qd4 e5 Qd6 Rf6 Qe7 Re6 Qd8+ Qxd8 Rxd8+ Kf7 O-O Re8 Rfd1 Be6 Rxa8 Rxa8 b4 Ke7 Kf1 a5 Rb1 axb4 Rxb4 Rxa2 Rxb7+ Kf6 f3 e4 fxe4 fxe4 Rb6 Ke5 c5 Bd5 Ra6 Rxe2 Ra7 Bc4 Rxg7 Rc2+ Ke1 e3 Kd1 e2+
7100,1698,1866,1/2-1/2,45,True,True,kingside,kingside,16,draw,d4 d5 Nf3 Nf6 c4 e6 g3 Nbd7 Bg2 Bb4+ Bd2 Be7 b3 c6 O-O O-O Nc3 Re8 Re1 Nf8 e4 dxe4 Nxe4 Nxe4 Rxe4 c5 Bc3 Bf6 Rc1 cxd4 Bxd4 Bxd4 Qxd4 Qc7 Qb2 Ng6 Ne5 Nf8 Nf3 f6 Rce1 Bd7 R4e3 Rad8 Nd2 Bc6 Bxc6 Qxc6 Ne4 b6 Nd2 Re7 Ne4 Red7 Qc2 h6 R3e2 f5 Nd2 Rd3 Nf1 R8d4 Rd2 Qd6 Rxd3 Rxd3 Ne3 Rd2 Qb1 f4 Nf1 Rd4 Re4 e5 gxf4 exf4 Rxd4 Qxd4 Qf5 Nd7 Qe6+ Kf8 Qc6 a5 Qe6 Ne5 Qf5+ Ke7 Qc2 Nf3+ Kh1
7101,1999,2239,1/2-1/2,25,True,False,kingside,none,17,draw,e4 c5 Nf3 e6 Nc3 a6 d4 cxd4 Nxd4 Qc7 g3 Bb4 Ne2 Be7 Bg2 d6 Be3 Nd7 O-O Ne5 a4 Nf6 h3 b6 b3 Bb7 f4 Ned7 g4 Nc5 Qd4 Rc8 g5 e5 fxe5 dxe5 Qc4 Ncxe4 gxf6 Qxc4 bxc4 Nxc3 Nxc3 Bxg2 Kxg2 Rxc4 fxe7 Rxc3 Bxb6 Rxc2+
7102,2092,2345,0-1,32,True,True,kingside,queenside,14,resignation,e4 e6 d4 d5 Nd2 c5 Ngf3 cxd4 exd5 Qxd5 Bc4 Qd6 O-O Nf6 Nb3 Nc6 Nbxd4 Nxd4 Nxd4 a6 Bb3 Bd7 c3 Qc7 Be3 Bd6 h3 O-O-O Qf3 Bh2+ Kh1 Be5 a4 h6 Rfd1 Kb8 Qe2 Bc8 Nb5 Rxd1+ Bxd1 axb5 axb5 Qd6 b6 Bd7 b4 Bc6 Bb3 Bxc3 Bc5 Qe5 Qd3 Ne4 Rd1 Kc8 Kg1 Nxc5 bxc5 Qe4 Qg3 Be5 f4 Qxf4
7103,2213,1781,1/2-1/2,40,True,True,kingside,kingside,16,draw,d4 f5 e4 fxe4 Nc3 Nf6 Bg5 e6 f3 e3 Bxe3 Be7 f4 b6 Nf3 Bb7 Bd3 O-O O-O c5 Ng5 Nc6 d5 exd5 Nxd5 h6 Nxf6+ Bxf6 Bc4+ Kh8 Qd3 Bxg5 fxg5 Ne5 Qc3 Nxc4 Qxc4 d5 Qg4 hxg5 Bxg5 Qd6 Bf4 Qc6 Rf3 Bc8 Qh5+ Kg8 Re1 Bf5 c3 Rae8 Rxe8 Qxe8 Qxe8 Rxe8 Re3 Be4 Re2 Kf7 Kf2 Kf6 g4 Rh8 Kg3 g5 Be3 Re8 Rf2+ Kg6 Bd2 Rh8 h3 Bd3 a3 a5 Rf3 Be4 Rf2 Bd3 Rf3
7104,1950,1641,1/2-1/2,23,True,True,kingside,kingside,11,draw,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 Nc3 Qc7 Be3 Nf6 Bd3 a6 O-O b5 a3 Bb7 Kh1 Be7 f4 b4 axb4 Nxb4 Qf3 h5 Qg3 Ng4 Bg1 O-O Be2 f5 exf5 exf5 h3 h4 Qe1 Nh6 Bf3 Bf6 Ncb5 axb5 Qxb4 Bxf3 Nxf3 Rxa1
