event_id,moves_uci
6474,g1f3 f7f5 d2d3 g8f6 g2g3 g7g6 f1g2 f8g7 e1g1 d7d6 b1c3 e8g8 e2e4 f5e4 d3e4 b8c6 d1e2 c8g4 h2h3 g4f3 g2f3 e7e5 e2c4 g8h8 c1e3 d8d7 g1g2 d7f7 c4f7 f8f7 a1d1 f6d7 c3d5 d7b6 f3g4 a8e8 c2c3 g7f6 e3b6 a7b6 g4d7 e8f8 d7e6 f7g7 f2f4 f8e8 e6d7 e8f8 f4e5 g7d7 e5f6 d7f7 g3g4 f8e8 d1e1 h7h6 g2g3 c6e5 h3h4 e5d3 e1e2 d3c5 d5e7 h8h7 g4g5 c5d7 h4h5 d7e5 h5g6 e5g6 e2h2 g6e7 h2h6 h7g8 f1h1 g8f8 f6e7 f7e7 h6h7 e7g7 h7h8 f8f7 h8e8 f7e8 g3g4 e8f7 g4f5 b6b5 b2b4 f7g8 g5g6 g7e7 h1h6 e7e5 f5f6 b7b6 c3c4
6475,e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 g8f6 g1e2 c8g4 f2f3 g4f5 a2a3 a7a6 c1f4 d6b6 b2b4 e7e6 d1d2 f8d6 g2g4 f5g6 f4g3 e8g8 f1g2 d6g3 h2g3 f8d8 g4g5 f6d7
6476,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 g1f3 d7d6 g2g3 e8g8 f1g2 b8c6 e1g1 e7e5 d4e5 d6e5 d1d8 f8d8 e2e4 c8e6 b2b3 h7h6 c1b2 f6e8 c3d5 c6d4 g1h1 c7c6 d5e3 d8d7 f3e1 a8d8 f2f4 f7f6 f4f5 g6f5 e4f5 e6f7 e1d3 d4f5 e3f5 d7d3 f5g7 g8g7 b2a3 f7e6 g2f3 e6h3 f1f2 d3d2 f2d2 d8d2 f3h5 e8c7 a3b4 d2d7 a1d1 d7d1 h5d1 h3f5 h1g2 c7e6 a2a4 e6d4 g2f2 f5c2 d1c2 d4c2 b4c3 c6c5 c3d2 h6h5 a4a5 a7a6 d2e3 c2d4 e3d4 e5d4 f2e2 g7g6 e2d3 g6f5 b3b4 c5b4 d3d4 f5g4 c4c5 g4h3 d4c4 h3h2 c4b4 h2g3 c5c6 b7c6 b4c5 h5h4
6477,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 g1f3 e8g8 e2e3 b8d7 f1d3 d5c4 d3c4 d7b6 c4d3 h7h6 g5h4 c8d7 e1g1 f6d5 h4e7 d8e7 f3e5 a8c8 d1b1 d5f6 c3e4 b6d5 e4c5 b7b6 c5d7 f6d7 e5c6 e7g5 c6a7 c8a8 a7c6 f7f5 b1c1 f8f6 d3e2 f6g6 e2f3 a8f8 c1d1 g8h8 g2g3 h6h5 h2h4 g5h4 f3g2 h4g5 d1f3 h8h7 f1c1 g6h6 g1f1 h6f6 f1e2 h7g8 c1h1 g7g6 h1h4 f8a8 e2d3 a8a6 f3d1 g8g7 d1b3 b6b5 g2d5 e6d5 b3d5 f6d6 d5b5 a6c6 d3e2 g5e7 a2a4 c6b6 b5c4 b6b2 e2f3 g6g5 h4h5 e7e4
6478,e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 e8f8 c1d2 d8a5 g1f3 a5a4 a1a2 b7b6 f3g5 h7h6 g4h5 e7g6 g5f7 f8f7 f1d3 c5d4 h5g6 f7f8 c3d4 b8c6 c2c3 a4b3 a2a1 b3b2 a1b1 b2a3 d3b5 c8d7 b5c6 d7c6 c3c4 a7a5 g6e6 a3d3 b1b6 d3d4 b6c6 d4e4 d2e3 e4b1 e1e2 b1c2 e2f3 c2e4 f3g3 h6h5 e3c5
6479,e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 d1e2 f8c5 c2c3 e8g8 d2d3 d7d6 e1g1 c5b6 b1d2 c6e7 d3d4 c7c6 b5d3 e7g6 d2c4 b6c7 d4e5 d6e5 g2g3 h7h6 c4e3 c8h3 f1d1 f6g4 d3c4 d8f6 e3f5 a8d8 c1d2 c7b6 d2e1 g6e7 f5e7 f6e7 g1h1 g4f6 f3h4 h3e6 c4e6 e7e6 b2b3 g7g6 f2f3 d8d6 d1d2 d6d2 e1d2 g8g7 a1d1 f6h5 d2e3 e6h3 h1g1 h5f4 g3f4 h3h4 e3b6 a7b6 f4e5 h4g5 g1h1 g5e5 e2e3 f8a8 a2a4 b6b5 e3d4 e5d4 d1d4 c6c5 d4d5 b5a4 b3a4 b7b6 d5d6 a8a4 d6b6 a4a3 h1g2 a3c3 h2h4 c5c4 b6c6 c3c1 g2g3 c4c3 g3g2 c3c2 f3f4 h6h5 f4f5 g6f5 e4f5 f7f6 g2h2 g7f7 c6c7 f7e8 c7c3 e8d7 c3d3 d7c6 d3d2 c1h1 h2h1
6480,c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 a1b1 d7d6 b2b4 g8e7 b4b5 c6d4 e2e3 d4e6 g1e2 e8g8 d2d3 h7h6 h2h4 a7a6 a2a4 a6b5 a4b5 c7c6 e1g1 f7f5 f2f4 g6g5 h4g5 h6g5 b5c6 b7c6 f4g5 d8e8
6481,c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 d2d3 g8f6 g1f3 e8g8 e1g1 d7d6 a1b1 a7a5 a2a3 h7h6 b2b4 a5b4 a3b4 c8g4 b4b5 c6e7 c1b2 d8d7 d1b3 g4h3 b5b6 h3g2 g1g2 c7c6 c4c5 a8a5 c5d6 d7d6 f3d2 a5a6 d2c4 d6e6 b1a1 f8a8 e2e4 f6d7 a1a6 a8a6 c3a4 e7c8 f1a1 c8b6 a4b6 a6b6 a1a8 g8h7 b3a2 b6b5 b2a3 d7b6 a8a7 h6h5 a2c2 h5h4 c4d6 h4h3 g2f1 e6b3 c2b3 b5b3 d6f7 b6c8 a7a8 c8b6 a8a7 b6c8 a7a8 c8b6 a8a7 b6c8 a7a8 c8b6
6482,e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 g8f6 g1f3 a7a6 f1e2 c8g4 e1g1 b8c6 c1e3 e8c8 f3g5 g4e6 g5e6 d6e6 c3a4 e6d6 c2c3 e7e5 d1b3 f6d5 a4c5 c6a5 b3a4 d6b6 e2g4 c8b8 c5d7 d8d7 a4d7 f8d6 a1e1 a5c4 d7f7 d5e3 f2e3 c4d2 f7g7 h8e8 g7d7 e8e7 d7c8 b8a7 f1f8 b6c6 e1e2 e5d4 e2d2 e7e3 c8b8 a7b6 f8f1 d6h2 g1h2 e3e8 b8e8 c6e8 d2d4 h7h5 g4f3 c7c6 d4b4 b6a7 b4e4 e8f8 f1d1 f8f5 d1e1 f5g5 e1e2 h5h4 e4g4 g5h5 h2h3 h5f5 e2e7 f5b1 g4h4 a7b6 h4b4 b6c5 e7e4 b7b5 e4e5 c5d6 b4e4 a6a5 e5e6 d6c7 e4e5 b5b4 e6c6 c7d7 e5d5 d7e7 d5a5 b4b3 a2b3 e7d7 a5a7 d7d8 c6f6 b1h1 h3g4
6483,c2c4 f7f5 b1c3 g8f6 g2g3 g7g6 f1g2 f8g7 d2d3 e8g8 e2e4 f5e4 d3e4 e7e5 g1e2 d7d6 e1g1 a7a6 f2f3 c7c5 c3d5 b8c6 c1g5 c6d4 e2c3 b7b5 c4b5 a6b5 a2a4 b5a4 a1a4 a8b8 d1a1 c8e6 a4a7 f8f7 f1b1 d8f8 g5f6 g7f6 f3f4 e6d5 c3d5 e5f4 d5f4 d4b3 a1a6 f7a7 a6a7 b3d2 b1d1 b8b2 a7d7 f8e7 d7c6 d2c4 g2h3 c4e5 c6d5 g8g7 f4e6 g7h6 h3g2 e5g4 d1e1 f6e5 g2h3 e7f6 e1f1 b2f2 h3g2 f2g2
6484,d2d4 g8f6 c2c4 c7c5 g1f3 c5d4 f3d4 e7e6 e2e3 f8b4 c1d2 b4e7 d2c3 f6e4 f1d3 e4c3 b1c3 e8g8 d1c2 h7h6 e1g1 b8c6 d4c6 b7c6 a1d1 a8b8 b2b3 d8a5 c3e2 d7d5 e3e4 d5e4 d3e4 a5c7 f2f4 a7a5 f4f5 a5a4 d1d3 c7e5 d3g3 e6f5 e4f5 c8f5 f1f5 e5a1 c2c1 a1c1 e2c1 f8d8 g3f3 e7g5 f3c3 g5d2 f5f3 d2c3 f3c3 d8d2 h2h3 d2a2 b3a4 a2a4 c1d3 a4a2 g1h2 f7f5 h2g3 g7g5 d3e5 b8b2
6485,d2d4 g8f6 g1f3 c7c5 d4d5 b7b5 c1g5 d8b6 g5f6 b6f6 c2c3 g7g5 e2e4 a7a6 f1e2 d7d6 a2a4 b5b4 f3d2 f8g7 d2c4 b8d7 c4e3 a8b8 e2g4 e8d8 d1f3 b4c3 b1c3 b8b2 f3f6 g7f6 a1a3 d7e5 g4e2 e5g6 g2g3 f6d4 e3d1 b2b4 c3a2 b4b8 d1c3 h7h5 e1g1 h5h4 f1b1 b8b1 c3b1 g6e5 b1d2 h8f8 a2c1 d4b2 a3a2 b2c1 d2b3 c1f4 g3f4 g5f4 b3d2 f8g8 g1f1 c8h3 f1e1 g8g1 d2f1 h3f1 e2f1 f4f3 a2a1 e5g4
6486,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 a7a6 b1c3 d8c7 f1e2 g8f6 e1g1 f8e7 c1e3 d7d6 f2f4 b8c6 d1e1 e8g8 e1g3 f8d8 e2d3 f6e8 a1e1 e7f6 d4c6 b7c6 e4e5 f6e7 e5d6 c7d6 c3e4 d6b4 a2a3 b4a5 b2b4 a5c7 g3f2 a8b8 e3d4 a6a5 d4e5 e8d6 c2c3 b8a8 f2g3 c7a7 e4c5 d6e8 e5d4 a7c7 g1h1 a5b4 a3b4 a8a3 e1a1 a3a1 f1a1 e7f6 d4e5 c7e7 c5e4 f6h4 g3e3 h7h6 e5d4 e8f6 e4f6 h4f6 e3e4 g7g6 a1a7 c8d7 d4c5 e7e8 c5b6 d8a8 c3c4 e6e5 a7a8 e8a8 f4e5 a8a1 b6g1 f6e5 e4e3 a1b2 e3c5 d7e6
6487,e2e4 e7e6 d2d4 d7d5 b1d2 b8c6 g1f3 g8f6 e4e5 f6d7 f1b5 a7a6 b5c6 b7c6 e1g1 c6c5 c2c3 c5d4 c3d4 c7c5 d1a4 c5d4 f3d4 f8c5 d2b3 c5d4 b3d4 d8b6 b2b3 e8g8 c1a3 f8e8 f1e1 b6d8 d4c6 d8g5 f2f4 g5h5 c6e7 g8h8 e7c8 e8c8 a4d7 c8c2 a1c1 c2g2 g1g2 h5g4 g2f2 g4f4 f2e2 f4e5 e2d3 e5f5 d3c3 f5f3 c3b2 a8g8 b2a1 f3f2 e1f1 f2h2 c1c8 h7h6 c8g8 h8g8 d7f7 g8h7 f7e6 h2g2 e6f5 h7h8 a3b2 a6a5 f1c1
6488,g1f3 d7d5 c2c4 c7c6 e2e3 g8f6 d1c2 e7e6 b2b3 b8d7 c1b2 d5c4 b3c4 b7b6 f1e2 c8b7 d2d3 c6c5 b1c3 f8e7 e1g1 e8g8 h2h3 d8c7 f3d2 a7a6 a1b1 f8d8 b2a1 a8b8 c2b2 e7f8 f2f4 b7c6 a2a4 b8b7 e3e4 f6e8 e4e5 f7f5 e5f6 d7f6 b2c2 e8d6 e2g4 d6f5 g4f5 e6f5 c3e2 c7d6 e2c1 f6e8 a1e5 d6d7 b1a1 f8d6 e5b2 e8c7 c1e2 c7e6 g2g3 d6b8 a1a3 d7f7 g1h2 f7h5 e2g1 b7e7 d2f3 d8e8 b2e5 b8e5 f3e5 e6d4 c2d1 h5h6 a3a2 c6a8 a2b2 g7g5 f4g5 h6g7
6489,g1f3 d7d5 c2c4 d5d4 b2b4 c8g4 e2e3 e7e5 h2h3 g4f3 d1f3 c7c6 c1b2 f8b4 f3g3 d8f6 g3g4 b8d7 e3d4 e5d4 b2d4 f6e7 g4e2 g8f6 e2e7 b4e7
6490,d2d4 d7d6 c2c4 e7e5 d4d5 f7f5 e2e4 f5e4 b1c3 g8f6 g1e2 b8d7 e2g3 d7c5 c1e3 c5d3 f1d3 e4d3 d1d3 f8e7 h2h3 e8g8 e1g1 a7a6 a2a4 d8e8 c3e4 e8g6 f1c1 c7c6 a1a3 g8h8 a3b3 b7b5 e4f6 g6f6 a4b5 a6b5 c4b5 c6d5 c1c8 a8c8 d3d5 f6f7 d5f7 f8f7 b5b6 c8b8 b3b5 e7d8 g3e4 f7d7 e4c3 h8g8 c3d5 d7b7 g1f1 g8f7 f1e2 f7e6 e2d3 b8a8 d3e4 e6d7
6491,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 b8c6 g1f3 d8b6 a2a3 c8d7 b2b4 c5d4 c3d4 g8e7 b1c3 e7f5 c3a4 b6c7 c1b2 f8e7 a1c1 a7a6 f1d3 f7f6 e5f6 e7f6 f3e5 f5d4 e5d7 e8d7 a4c5 d7e7 e1g1 d4f3 d1f3 f6b2 f3e2 c7e5 c1e1 e5e2 e1e2 b2a3 c5e6 e7f7 e6g5 f7f6 e2e6 f6g5 f2f4 g5h4 g2g3 h4g4 g1g2 c6d4 e6e5
6492,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 b8c6 b1c3 d8c7 f1e2 a7a6 e1g1 g8f6 c1g5 f8e7 d1d2 h7h5 d4c6 b7c6 g5f4 e6e5 f4g5 d7d6 e2c4 c8b7 a1d1 a8d8 d2e2 a6a5 f1e1 f6g4 g5e7 c7e7 h2h3 g4f6 e2e3 h8h6 f2f4 h5h4 f4e5 e7e5 e3f2 e8f8 d1d3 h6g6 f2a7 e5g5 a7f2 g5e5 f2b6 d8d7 b6f2 d7d8 e1e2 d8d7 d3f3 d7e7 f3f5 e5g3 f2g3 g6g3 f5a5 f6d7 e2d2 d7e5 c4e2 f7f5 d2d6 f5f4 g1f2 f8f7 d6d8 g7g5 d8b8 c6c5 a5c5 g5g4 c5e5 f4f3 e5e7 f7e7 b8b7
6493,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 e1c1 c8d7 g2g4 a8c8 h2h4 d8a5 d4b3 a5c7 h4h5 c6e5 f1e2 e5c4 e2c4 c7c4 e3h6 d7e6 h5g6 f7g6 h6g7 g8g7 d2h6 g7f7 g4g5 f6d7 h6h7 f7e8 h7g6 e6f7 g6g7 f8g8 h1h8 d7f8 h8g8 f7g8 b3a5 c4f7 g7f7 g8f7 a5b7 f8g6 c3b5 c8b8 b7d6 e7d6 b5d6 e8e7 d6f7 e7f7 d1d7 f7e6 d7a7 b8d8 a7a6 e6f7 a2a4 d8d4 a4a5 d4a4 b2b3 a4a1 c1b2 a1f1 a6f6 f7g7 a5a6 f1d1 f3f4 d1d4 f4f5 g6e5 f6e6 e5f7 e6g6 g7f8 a6a7 d4d8 g6b6
6494,g1f3 g8f6 b2b3 d7d6 c1b2 e7e5 e2e3 f8e7 c2c4 e8g8 b1c3 c7c5 d1c2 b8c6 a2a3 h7h6 f1e2 c8e6 e1g1 a8c8 f1d1 d6d5 c4d5 f6d5 e2c4 d5c7 c4e6 c7e6 c2e4 e6g5 f3g5 e7g5 c3a4 d8d6 b3b4 c5b4 a3b4 d6b4 e4b4 c6b4 b2e5 b4c6 e5g3 b7b5 a4c3 g5f6 a1a6 b5b4 c3d5 f8d8 d5f6 g7f6 g1f1 d8d5 d2d4 b4b3 d1b1 d5b5 f1e2 c6a5 e2d3 b3b2 b1b2 b5b2 a6a5 b2b7 d3e4 c8c6 d4d5 c6b6 d5d6 g8f8 a5c5 f8e8 c5c8 e8d7 c8f8 d7e6 f8e8 e6d7 e8f8 d7e6 f8e8 e6d7 e8h8 a7a5 e4f5 a5a4 h8a8 b6b4 f5f6 b7b8
6495,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 f8b4 d1c2 b8d7 c4d5 e6d5 e2e3 d8a5 f3d2 e8g8 g5h4 f6e4 d2e4 d5e4 f1e2 d7b6 e1g1 f7f5 a2a3 b4c3 b2c3 b6d5 f1c1 a7a6 c3c4 d5f6 c2b3 g8h8 a3a4 h7h6 a1b1 a5d8 h4g3 d8e7 b3b6 e7f7 b6c7 f6d7 g3d6 f8e8 d4d5 c6d5 c4d5 f7d5 e2c4 d5c6 c7c6 b7c6 c4f7 e8d8 d6e7 d7e5 e7d8 e5f7 d8c7 c8d7 a4a5 f7g5 b1b8 a8b8 c7b8 g5e6 b8d6 h8g8 c1b1 c6c5 b1c1
6496,d2d4 g8f6 g1f3 e7e6 c1g5 h7h6 g5h4 c7c5 e2e3 b7b6 f1e2 c8b7 e1g1 f8e7 c2c4 e8g8 b1c3 f6e4 c3e4 b7e4 h4e7 d8e7 f3d2 e4b7 e2f3 b8c6 d4d5 c6e5 d5d6 e5f3 d1f3 e7d6 f3b7 d6d2 a1d1 d2b2 d1d7 a8d8 d7d8 f8d8 b7e7 b2d2 e7a7 d2e2 h2h3 e2c4 a7b6 d8d2 b6b3 c4e2 b3b8 g8h7 b8c7 c5c4 c7f7 d2d1 f1d1 e2d1 g1h2 d1d6 f2f4 c4c3 f7b7 d6d3 b7b3 d3e3 b3b1 h7g8 b1b8 g8f7 b8c7 f7g6 h3h4 g6f5 c7f7 f5e4 f7e6 e4f4 e6c4 f4e5 c4c7 e5d4 c7d6 d4e4 d6g6 e4d5 g6f7 e3e6 f7f3 d5d4 f3d1 d4c5 d1a4 e6e5 h2h3 e5e3 h3h2 e3d4 a4a7 c5c4 a7a4 c4d5 a4a8 d5e5 a8e8 e5f4 e8e2 d4d2 e2c4 f4e3 c4e6 e3f2 e6f5 f2e1 f5e4 e1d1 e4b1 d1e2 b1e4 d2e3 e4c2 e2e1 a2a4 g7g5 h4g5 h6g5 h2h1 g5g4 h1h2 e3e5 h2g1 e5d4 g1h2 d4e5 h2g1 g4g3 c2c1 e1e2 c1c2 e2e3 c2c1 e3d4 c1d1 d4c5 g1f1 e5f4 f1e2 f4e4 e2f1 e4f4 f1e2 f4c4 d1d3 c4a2 e2e3 a2f2 e3e4 f2g2 e4e5 c5b4 d3b5 b4a3 b5c5 a3b3 c5b5 b3a2 a4a5 g2d2 b5a4 a2b2 a4b5 b2c1 b5f1 c1c2 a5a6 g3g2 f1f5 c2c1 a6a7 g2g1Q a7a8Q g1c5 e5f6 d2h6
6497,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 e2e4 d5c3 b2c3 f8g7 g1f3 c7c5 a1b1 e8g8 f1e2 b8c6 d4d5 c6e5 f3e5 g7e5 d1d2 e7e6 f2f4 e5c7 e1g1 e6d5 e4d5 c7a5 d5d6 a8b8 c1a3 c8f5 b1d1 b7b6 a3b2 d8f6 e2b5 f5g4 d1e1 b8d8 f4f5 f6d6 d2g5 d6d2 g5g4 d2b2 f5g6 h7g6 f1f7 f8f7 g4g6 g8f8 g6h6 f8g8 h6g5 g8h7 g5h4 h7g7 h4g5 g7h7 g5h5 h7g7 h5g5
6498,d2d4 d7d5 c2c4 c7c6 b1c3 d5c4 e2e3 b7b5 a2a4 b5b4 c3e4 d8d5 e4g3 e7e5 d4e5 d5d1 e1d1 c8e6 f2f4 g7g6 c1d2 b8a6 g1f3 a8d8 d1e1 b4b3 g3e4 a6b4 a1c1 b4c2 e1f2 e6d5 e4d6 f8d6 e5d6 d8d6 d2c3 g8f6 f3d2 e8g8 c3e5 f6g4 f2g3 g4e5 f4e5 d6e6 d2c4 d5c4 f1c4 e6e5 c4b3 e5e3 g3f2 e3b3 c1c2 f8b8 h1b1 b8b6 a4a5 b6b5 c2c6 b5a5 c6c3 a5b5 c3b3 b5b3 f2e2 f7f5 e2d2 g8f7 d2c2 b3e3 c2d2 e3b3 d2c2 b3e3 c2d2 e3e7 b1a1 f7f6 d2d3 g6g5 a1a5 f5f4 b2b4 g5g4 a5a2 f6g5 a2a5 g5g6 a5a2 h7h5 a2a6 g6f5 a6a5 f5g6 a5a6 g6g7 b4b5 g4g3 h2g3 f4g3 b5b6 a7b6 a6b6 g7h7
6499,d2d4 g8f6 g1f3 g7g6 g2g3 f8g7 f1g2 e8g8 e1g1 d7d6 f1e1 b8c6 d4d5 c6b4 e2e4 e7e5 d5e6 c8e6 b1c3 f8e8 h2h3 h7h6 c1e3 b4c6 d1d2 g8h7 f3d4 e6d7 f2f4 c6d4 e3d4 d7c6 a1d1 e8e6 e4e5 d6e5 f4e5 f6g8 d2f2 d8e8 c3d5 a8c8 d5f4 e6e7 f4d5 e7e6 d5f4 e6e7 f4d5 e7e6
6500,d2d4 g8f6 c2c4 e7e6 g2g3 f8b4 c1d2 d8e7 g1f3 b4d2 d1d2 d7d6 b1c3 c7c6 f1g2 e6e5 e1g1 e5e4 f3g5 d6d5 c4d5 c6d5 f2f3 h7h6 g5h3 c8h3 g2h3 b8c6 e2e3 e4f3 f1f3 e8g8 h3f5 a8d8 a1f1 a7a6 g1g2 d8d6 f5b1 e7d8 a2a3 d6e6 d2d3 g7g6 c3e2 f6h7 e2f4 e6d6 h2h4 c6e7 b2b4 f7f5 d3b3 g8g7 h4h5 h7g5 f3f2 g5e4 b1e4 f5e4 b4b5 g6g5 f4e6 d6e6 f2f8 d8f8 f1f8 g7f8 g3g4 a6b5 b3b5 b7b6 b5d7 e6f6 d7d8 f8f7 a3a4 f6c6 g2f2 c6c8 d8b6 c8c6 b6a7 c6c2 f2e1 c2a2 a4a5 a2a3 e1d2 a3a2 d2d1 a2a1 d1c2 a1a2 c2c1 a2a3 a5a6 a3e3 a7b7 e3c3 c1b2 c3c8 a6a7 e4e3 b7c8 e7c8 a7a8Q
6501,d2d4 d7d5 g1f3 g8f6 e2e3 c8f5 c2c4 c7c6 b1c3 e7e6 f3h4 f5g4 d1b3 d8c7 h2h3 g4h5 g2g4 h5g6 h4g6 h7g6 f1g2 b8d7 c1d2 f8e7 a1c1 c7b6 b3a4 e8g8 g4g5 f6e4 c3e4 d5e4 h3h4 f7f5 g5f6 d7f6 g2h3 c6c5 d2c3 g8f7 d4d5 e6d5 c4d5 f6d5 a4e4 f8d8 h1g1 d5c3 c1c3 d8d6 c3b3 b6a5 e1f1 a5a6 f1g2 a8b8 g1c1 a6c6 e4c6 d6c6 c1c4 b7b5 c4f4 c6f6 f4e4 f6d6 a2a4 b5b4 g2g3 b8d8 h3f1 e7f6 f1c4 f7f8 e4g4 a7a5 g4g6 f6e5
6502,d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 g1f3 g7g6 d1a4 b8d7 c1f4 a7a6 e2e4 a8b8 a4c2 b7b5 f1e2 d8e7 f3d2 d7e5 e1g1 f8g7 a1e1 e8g8 h2h3 c8d7 f4h2 b5b4 c3d1 d7b5 d1e3 f8e8 f2f4 e5d7 e2b5 b8b5 e4e5 d6e5 f4e5 d7e5 e3f5 g6f5 e1e5 e7d7 c2f5 e8e5 h2e5 d7f5 f1f5 f6d7 e5g7 g8g7 d2c4 b5b8 c4d6 f7f6 f5f2 d7e5 d6e4 c5c4 d5d6 b4b3 a2b3 c4b3 e4c5 a6a5 d6d7 g7f7 f2d2 f7e7 c5b3 e5d7 b3a5 d7e5 d2c2 e7d6 b2b3 d6d5 c2c7 b8b5 a5c4 b5b3 c4e5 d5e5 c7h7 e5f4 h7g7 b3g3 g7f7 f6f5 g1h2 g3g8 g2g4 g8g5 f7f8 f4e5 h2g3 f5g4 h3g4 e5e6 g3h4 g5g7 h4h5 g7f7 f8f7 e6f7 h5h6 f7g8
6503,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3 f8b4 c1g5 c8b7 f3d2 e8g8 e2e4 h7h6 g5h4 g7g5 h4g3 b7e4 h2h4 e4g6 h4g5 h6g5 d1f3 b8c6 g3c7 d8e7 f1d3 g8g7 f3g3 f8h8 h1h8 a8h8 d3g6 f7g6 a2a3 h8h1 d2f1 f6e4 g3e3 b4c3 b2c3 d7d5 f2f3 e7c7 f3e4 d5e4 e3g5 e6e5 d4d5 c6a5 e1c1 c7d6 c1c2 h1h5 g5c1 a5c4 f1e3 c4a3 c2b3 a3b5 e3c4 d6c5 d5d6 a7a5 d6d7 h5h8 c1g5 b5d4 b3b2 d4c6 d1d6 c5b5 b2c2 c6d4 d6d4 b5a4 c2b2 a4b5 b2c1 h8h1 c1d2 b5b1 g5e5 g7h7 e5h8 h7h8 d7d8Q h8g7 d4d7 g7h6 d8h8 h6g5 h8e5 g5h6 e5f4
6504,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 g1f3 d7d6 f1c4 a7a6 e1g1 g8f6 e4e5 d6e5 d1d8 c6d8 f3e5 c8e6 c4e2 g7g6 e2f3 f8g7 c1e3 a8c8 c3a4 f6d5 e3d4 f7f6 e5d3 c8c4 d4b6 c4a4 b6d8 e6f7 d3c5 a4c4 c5b7 c4b4 f1d1 b4b7 f3d5 f7d5 d1d5 b7b2 g2g4 h7h5 a1e1 b2b7 g4h5 h8h5 d5h5 g6h5 d8a5 e8f7 a2a4 f6f5 e1c1 b7b2 a5e1 b2a2 a4a5 g7e5 g1g2 f5f4 c1c5 f7f6 c5c6 f6f5 c6a6 a2a3 a6c6 f4f3 g2h3 a3a4 c6h6 a4a1 e1d2 a1h1 h6h5 f5e4 h3g4 h1g1 g4h3 g1g2 h5e5 e4e5 a5a6 g2g8 a6a7 e5d5 h3h4 d5c6 h4h5 c6b7 d2e3 g8g2 h2h4 e7e5 h5h6 g2g1 h4h5 g1e1 e3c5 e1c1 c5e3 c1c3 e3g5 e5e4 g5h4 c3c4 a7a8Q b7a8 h4g3 e4e3 f2e3 c4g4 g3e1 a8b7 h6h7 b7c6 h5h6 c6d5 h7h8 d5e4 h6h7 e4d3 e3e4 d3e2 e4e5 e2e1 e5e6 g4e4 h8g8
6505,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2 f8d6 f1d3 e8g8 e1g1 h7h6 f1d1 d8e7 e3e4 d5e4 c3e4 f6e4 d3e4 d7f6 c4c5 f6e4 c2e4 d6b8 f3e5 f8d8 c1f4 b8e5 f4e5 d8d5 d1d3 c8d7 a1e1 a8e8 d3g3 f7f6 e5f4 d5h5 f4d6 e7f7 f2f4 h5d5 g3e3 f7h5 e4d3 h5f5 e3e4 a7a6 d3b3 d7c8 h2h3 f5g6 g1h2 g8h7 b3c3 c8d7 e4e3 h6h5 e1g1 g6h6 g1f1 h6g6 f1e1 h7g8 e3g3 g6f7 c3d3 g8h8 g3e3 g7g5 f4g5 d5g5 e1f1 e8g8 g2g3 f7g6 d6e7 g5f5 f1f5 e6f5 d3f1 g8e8 f1f4 g6g5 f4g5 f6g5 e7g5 e8e3 g5e3 h8g7 h2g2 d7e6 a2a3 g7f6 e3f4 e6d5 g2f2 f6e6 f4e5 d5e4 f2e3 e4g2 h3h4 g2h3 e3d3 h3f1 d3c3 e6d7 c3b4 d7c8 b4a5 f1c4 b2b4 c4b3 a3a4 b3c4 a5b6 c4b3 b6a5 b3c4 e5f4 c8d7 a5b6 d7c8 f4d2 c4b3 b6a5 b3c4 d2f4 c8d7 a5b6 d7c8 f4d2 c4b3 b4b5 b3a4 b5a6 b7a6 b6a6 a4b3
