event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass,source,has_stockfish
11628,2324,2277,1/2-1/2,22,1.0,1.0,kingside,kingside,10.0,draw,A04,Zukertort Opening: Queen's Gambit Invitation,A,44,11.43,19.83,0.0,0.0,0.0,1.0,160.0,160.0,15.0,21.35,47,2300.0,Expert,Expert,-8.4,,1,kaggle_pgn,True
11629,2044,2120,1/2-1/2,28,1.0,1.0,kingside,kingside,8.0,draw,A40,Horwitz Defense,A,57,14.69,12.0,0.0,0.0,1.0,0.0,-43.0,48.0,-81.0,43.67,-76,2082.0,Expert,Expert,2.69,,1,kaggle_pgn,True
11630,2026,1920,0-1,60,1.0,1.0,kingside,queenside,28.0,resignation,D02,Queen's Pawn Game: Symmetrical Variation,D,120,326.11,22.78,7.0,1.0,4.0,2.0,-10602.0,44.0,-10602.0,2094.4,106,1973.0,Expert,Advanced,303.33,0.0,0,kaggle_pgn,True
11631,2779,2719,1/2-1/2,51,0.0,1.0,none,kingside,25.0,draw,C45,Scotch Game: Schmidt Variation,C,102,18.74,19.53,0.0,0.0,2.0,2.0,0.0,97.0,-45.0,30.74,60,2749.0,Master,Master,-0.79,,1,kaggle_pgn,True
11632,2348,2176,0-1,27,1.0,0.0,kingside,none,14.0,resignation,B23,Sicilian Defense: Closed,B,54,37.47,16.89,2.0,0.0,0.0,0.0,-410.0,64.0,-440.0,120.52,172,2262.0,Expert,Expert,20.58,0.0,0,kaggle_pgn,True
11633,2356,2312,1/2-1/2,42,1.0,1.0,kingside,kingside,18.0,draw,B00,Pirc Defense,B,85,25.58,18.76,1.0,0.0,2.0,1.0,-95.0,113.0,-212.0,47.89,44,2334.0,Expert,Expert,6.82,,1,kaggle_pgn,True
11634,2297,2172,1-0,36,1.0,1.0,kingside,kingside,18.0,resignation,A50,Indian Defense: Normal Variation,A,73,13.44,39.2,0.0,1.0,1.0,0.0,552.0,577.0,16.0,137.55,125,2234.0,Expert,Expert,-25.76,1.0,2,kaggle_pgn,True
11635,2492,2641,1/2-1/2,74,0.0,1.0,none,kingside,26.0,draw,A04,Zukertort Opening: Queen's Gambit Invitation,A,148,38.38,29.1,4.0,3.0,1.0,5.0,0.0,287.0,-72.0,71.96,-149,2566.0,Expert,Master,9.28,,1,kaggle_pgn,True
11636,1514,1734,1-0,48,1.0,1.0,kingside,kingside,16.0,resignation,B15,Caro-Kann Defense,B,97,24.33,33.12,1.0,3.0,2.0,2.0,784.0,786.0,-83.0,163.2,-220,1624.0,Advanced,Advanced,-8.79,1.0,2,kaggle_pgn,True
11637,2292,2304,1/2-1/2,22,1.0,0.0,queenside,none,12.0,draw,A83,Dutch Defense: Staunton Gambit,A,44,37.83,15.5,0.0,0.0,2.0,0.0,0.0,53.0,-90.0,21.61,-12,2298.0,Expert,Expert,22.33,,1,kaggle_pgn,True
11638,2394,2448,1-0,55,1.0,1.0,kingside,kingside,21.0,resignation,B25,Sicilian Defense: Closed,B,111,29.0,50.96,1.0,5.0,5.0,5.0,579.0,627.0,-169.0,231.14,-54,2421.0,Expert,Expert,-21.96,1.0,2,kaggle_pgn,True
11639,2138,1861,0-1,41,1.0,1.0,kingside,kingside,15.0,resignation,A09,Réti Opening,A,82,38.44,22.47,3.0,0.0,3.0,3.0,-701.0,46.0,-766.0,218.32,277,2000.0,Expert,Advanced,15.97,0.0,0,kaggle_pgn,True
11640,2511,2587,0-1,42,1.0,1.0,kingside,kingside,17.0,resignation,D31,Queen's Gambit Declined: Charousek Variation,D,84,37.58,14.65,3.0,0.0,2.0,0.0,-395.0,36.0,-643.0,145.59,-76,2549.0,Master,Master,22.93,0.0,0,kaggle_pgn,True
11641,2493,2441,0-1,72,1.0,1.0,kingside,kingside,22.0,resignation,D10,Slav Defense: Exchange Variation,D,144,55.66,46.04,6.0,3.0,8.0,0.0,-1065.0,218.0,-1065.0,254.01,52,2467.0,Expert,Expert,9.62,0.0,0,kaggle_pgn,True
11642,2313,2087,1/2-1/2,29,1.0,1.0,kingside,kingside,22.0,draw,A16,"English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation",A,59,24.33,16.55,0.0,0.0,2.0,0.0,0.0,47.0,-135.0,39.78,226,2200.0,Expert,Expert,7.78,,1,kaggle_pgn,True
11643,2300,2450,0-1,52,1.0,1.0,kingside,kingside,17.0,resignation,A46,Yusupov-Rubinstein System,A,104,45.69,27.41,6.0,2.0,1.0,1.0,-951.0,57.0,-951.0,257.02,-150,2375.0,Expert,Expert,18.28,0.0,0,kaggle_pgn,True
11644,2149,1987,1-0,29,1.0,1.0,kingside,kingside,13.0,resignation,E00,Catalan Opening,E,59,54.91,64.1,1.0,4.0,1.0,2.0,672.0,1100.0,-6.0,251.21,162,2068.0,Expert,Advanced,-9.19,1.0,2,kaggle_pgn,True
11645,2372,1904,1/2-1/2,71,1.0,1.0,kingside,kingside,14.0,draw,B50,Sicilian Defense: Modern Variations,B,142,18.42,7.21,1.0,0.0,1.0,0.0,34.0,64.0,-194.0,27.0,468,2138.0,Expert,Advanced,11.21,,1,kaggle_pgn,True
11646,2083,2301,1-0,50,1.0,0.0,kingside,none,20.0,resignation,D30,Queen's Gambit Declined,D,101,56.0,81.11,3.0,4.0,1.0,3.0,863.0,1081.0,-158.0,245.74,-218,2192.0,Expert,Expert,-25.11,1.0,2,kaggle_pgn,True
11647,2002,2071,1-0,39,1.0,1.0,kingside,kingside,15.0,resignation,A10,English Opening: Great Snake Variation,A,78,25.54,270.19,0.0,3.0,2.0,1.0,5411.0,5411.0,-44.0,630.25,-69,2036.0,Expert,Expert,-244.65,1.0,2,kaggle_pgn,True
11648,1823,1929,1-0,66,1.0,0.0,kingside,none,26.0,resignation,A40,English Defense,A,133,37.58,73.16,3.0,4.0,4.0,5.0,532.0,1893.0,-8.0,212.65,-106,1876.0,Advanced,Advanced,-35.58,1.0,2,kaggle_pgn,True
11649,2083,2469,0-1,25,1.0,1.0,kingside,kingside,12.0,resignation,B06,Modern Defense,B,51,47.14,12.17,1.0,0.0,1.0,0.0,-504.0,91.0,-525.0,133.2,-386,2276.0,Expert,Expert,34.97,0.0,0,kaggle_pgn,True
11650,2553,2562,1/2-1/2,21,1.0,1.0,kingside,kingside,6.0,draw,D43,Semi-Slav Defense,D,42,9.5,15.75,0.0,0.0,0.0,0.0,0.0,46.0,-29.0,17.68,-9,2558.0,Master,Master,-6.25,,1,kaggle_pgn,True
11651,2270,2459,1-0,33,1.0,1.0,kingside,kingside,11.0,resignation,A45,Indian Defense: Tartakower Attack,A,67,27.29,91.92,0.0,3.0,3.0,1.0,1196.0,1196.0,-186.0,224.11,-189,2364.0,Expert,Expert,-64.63,1.0,2,kaggle_pgn,True
11652,2136,2073,0-1,40,1.0,0.0,queenside,none,25.0,resignation,B90,Sicilian Defense: Najdorf Variation,B,80,54.29,27.82,4.0,1.0,5.0,1.0,-791.0,59.0,-791.0,194.03,63,2104.0,Expert,Expert,26.47,0.0,0,kaggle_pgn,True
11653,2360,1988,1-0,23,1.0,1.0,queenside,kingside,15.0,resignation,C00,French Defense: Queen's Knight,C,47,14.88,119.08,0.0,3.0,0.0,3.0,1103.0,1372.0,-36.0,363.07,372,2174.0,Expert,Advanced,-104.2,1.0,2,kaggle_pgn,True
11654,2246,2112,1-0,41,1.0,0.0,kingside,none,20.0,resignation,B90,Sicilian Defense: Najdorf Variation,B,83,15.4,76.22,0.0,2.0,1.0,1.0,864.0,905.0,0.0,129.21,134,2179.0,Expert,Expert,-60.82,1.0,2,kaggle_pgn,True
11655,2053,2263,0-1,34,1.0,1.0,queenside,kingside,10.0,resignation,A41,Rat Defense: English Rat,A,68,89.93,59.46,4.0,2.0,2.0,3.0,-99.0,381.0,-548.0,120.19,-210,2158.0,Expert,Expert,30.47,0.0,0,kaggle_pgn,True
11656,2331,2486,1/2-1/2,49,1.0,1.0,kingside,kingside,18.0,draw,C50,Italian Game: Giuoco Pianissimo,C,99,21.21,29.37,0.0,2.0,3.0,1.0,0.0,243.0,-41.0,70.23,-155,2408.0,Expert,Expert,-8.16,,1,kaggle_pgn,True
11657,2345,2264,1-0,60,1.0,1.0,queenside,kingside,23.0,resignation,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",E,121,21.64,79.94,1.0,7.0,2.0,6.0,697.0,1217.0,5.0,209.87,81,2304.0,Expert,Expert,-58.3,1.0,2,kaggle_pgn,True
11658,2534,2200,1-0,26,1.0,0.0,kingside,none,7.0,resignation,B32,Sicilian Defense: Open,B,52,21.11,51.87,0.0,1.0,0.0,3.0,690.0,690.0,8.0,127.91,334,2367.0,Master,Expert,-30.76,1.0,2,kaggle_pgn,True
11659,2488,2533,1/2-1/2,38,1.0,1.0,queenside,kingside,16.0,draw,B33,Sicilian Defense: Open,B,77,11.06,7.87,0.0,0.0,0.0,0.0,0.0,64.0,-17.0,12.74,-45,2510.0,Expert,Master,3.19,,1,kaggle_pgn,True
11660,2595,2628,0-1,40,1.0,1.0,kingside,kingside,16.0,resignation,D21,Queen's Gambit Accepted: Gunsberg Defense,D,80,39.7,13.6,2.0,0.0,2.0,0.0,-610.0,66.0,-692.0,207.23,-33,2612.0,Master,Master,26.1,0.0,0,kaggle_pgn,True
11661,2438,2636,1/2-1/2,21,1.0,1.0,kingside,kingside,5.0,draw,B30,Sicilian Defense: Old Sicilian,B,42,12.2,15.5,0.0,0.0,0.0,0.0,29.0,64.0,11.0,14.12,-198,2537.0,Expert,Master,-3.3,,1,kaggle_pgn,True
11662,2594,2506,1/2-1/2,49,0.0,1.0,none,kingside,21.0,draw,A81,Dutch Defense: Semi-Leningrad Variation,A,98,22.95,30.57,1.0,1.0,0.0,1.0,0.0,51.0,-168.0,49.55,88,2550.0,Master,Master,-7.62,,1,kaggle_pgn,True
11663,2051,2284,1/2-1/2,61,1.0,1.0,kingside,kingside,27.0,draw,B23,Sicilian Defense: Closed,B,123,192.8,12.08,1.0,0.0,1.0,2.0,-4440.0,109.0,-4440.0,402.4,-233,2168.0,Expert,Expert,180.72,,1,kaggle_pgn,True
11664,1810,1993,0-1,30,1.0,1.0,kingside,kingside,12.0,resignation,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",E,60,75.33,61.9,5.0,1.0,0.0,3.0,-716.0,69.0,-744.0,178.36,-183,1902.0,Advanced,Advanced,13.43,0.0,0,kaggle_pgn,True
11665,2216,2178,1/2-1/2,43,1.0,1.0,kingside,kingside,17.0,draw,E38,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",E,86,14.7,22.93,0.0,0.0,0.0,2.0,-58.0,68.0,-135.0,59.23,38,2197.0,Expert,Expert,-8.23,,1,kaggle_pgn,True
11666,2325,2186,1-0,49,1.0,1.0,kingside,kingside,21.0,resignation,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",B,99,17.65,83.59,0.0,3.0,1.0,1.0,1148.0,1315.0,-42.0,274.2,139,2256.0,Expert,Expert,-65.94,1.0,2,kaggle_pgn,True
11667,2241,2427,0-1,38,1.0,0.0,kingside,none,24.0,resignation,B00,Pirc Defense,B,76,95.23,36.31,3.0,1.0,5.0,3.0,-1329.0,71.0,-1808.0,365.95,-186,2334.0,Expert,Expert,58.92,0.0,0,kaggle_pgn,True
11668,2450,2423,1-0,53,1.0,1.0,kingside,kingside,25.0,resignation,D31,Queen's Gambit Declined: Charousek Variation,D,107,18.68,428.92,0.0,3.0,2.0,3.0,10610.0,10610.0,-53.0,1774.64,27,2436.0,Expert,Expert,-410.24,1.0,2,kaggle_pgn,True
11669,2487,2464,1-0,37,1.0,1.0,kingside,kingside,20.0,resignation,A05,Zukertort Opening,A,75,18.71,26.45,0.0,0.0,1.0,4.0,432.0,447.0,-6.0,138.37,23,2476.0,Expert,Expert,-7.74,1.0,2,kaggle_pgn,True
11670,2224,1971,1/2-1/2,21,1.0,1.0,kingside,kingside,9.0,draw,E10,Indian Defense: Anti-Nimzo-Indian,E,43,22.14,16.83,0.0,0.0,1.0,1.0,14.0,124.0,11.0,31.94,253,2098.0,Expert,Advanced,5.31,,1,kaggle_pgn,True
11671,1816,2157,1-0,27,1.0,1.0,kingside,kingside,14.0,resignation,B90,Sicilian Defense: Najdorf Variation,B,55,16.91,55.27,0.0,2.0,0.0,0.0,742.0,742.0,-27.0,266.48,-341,1986.0,Advanced,Expert,-38.36,1.0,2,kaggle_pgn,True
11672,2308,2278,1-0,30,1.0,0.0,kingside,none,18.0,resignation,B10,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",B,61,22.75,590.26,1.0,3.0,0.0,1.0,746.0,11090.0,4.0,1404.65,30,2293.0,Expert,Expert,-567.51,1.0,2,kaggle_pgn,True
11673,2528,2356,1-0,47,1.0,1.0,kingside,kingside,19.0,resignation,C63,"Ruy Lopez: Schliemann Defense, Tartakower Variation",C,95,8.73,62.05,0.0,2.0,0.0,0.0,5435.0,5435.0,12.0,558.93,172,2442.0,Master,Expert,-53.32,1.0,2,kaggle_pgn,True
11674,2581,2239,0-1,49,1.0,1.0,kingside,kingside,23.0,resignation,A05,Zukertort Opening,A,98,185.03,15.71,4.0,0.0,5.0,0.0,-4724.0,77.0,-4735.0,683.89,342,2410.0,Master,Expert,169.32,0.0,0,kaggle_pgn,True
11675,2309,2527,0-1,21,1.0,1.0,queenside,kingside,8.0,resignation,B56,Sicilian Defense: Classical Variation,B,42,27.92,20.67,1.0,0.0,1.0,1.0,-225.0,64.0,-234.0,69.56,-218,2418.0,Expert,Master,7.25,0.0,0,kaggle_pgn,True
11676,2475,2571,1-0,56,1.0,1.0,kingside,kingside,20.0,resignation,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation",C,113,17.84,176.66,0.0,5.0,0.0,4.0,4953.0,5195.0,-29.0,693.67,-96,2523.0,Expert,Master,-158.82,1.0,2,kaggle_pgn,True
11677,2120,2063,1-0,53,1.0,1.0,kingside,kingside,23.0,resignation,B33,Sicilian Defense: Lasker-Pelikan Variation,B,107,24.32,129.59,0.0,7.0,3.0,3.0,3044.0,3044.0,-27.0,552.34,57,2092.0,Expert,Expert,-105.27,1.0,2,kaggle_pgn,True
11678,2100,2283,1/2-1/2,32,1.0,1.0,kingside,kingside,10.0,draw,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",E,65,14.33,15.14,0.0,0.0,0.0,0.0,27.0,91.0,0.0,21.8,-183,2192.0,Expert,Expert,-0.81,,1,kaggle_pgn,True
11679,2305,2245,1-0,35,1.0,1.0,kingside,kingside,17.0,resignation,A50,Indian Defense: Normal Variation,A,71,16.24,35.05,1.0,1.0,0.0,3.0,499.0,499.0,-3.0,128.82,60,2275.0,Expert,Expert,-18.81,1.0,2,kaggle_pgn,True
11680,2374,2248,1/2-1/2,44,1.0,1.0,kingside,kingside,18.0,draw,A05,Zukertort Opening,A,89,33.5,40.17,1.0,2.0,5.0,1.0,0.0,194.0,-229.0,63.19,126,2311.0,Expert,Expert,-6.67,,1,kaggle_pgn,True
11681,2382,2488,0-1,53,1.0,1.0,kingside,kingside,23.0,resignation,B20,"Sicilian Defense: Wing Gambit, Carlsbad Variation",B,107,373.93,47.19,7.0,2.0,4.0,3.0,-5217.0,78.0,-5764.0,894.29,-106,2435.0,Expert,Expert,326.74,0.0,0,kaggle_pgn,True
11682,2315,2233,1/2-1/2,40,0.0,1.0,none,kingside,20.0,draw,D83,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit",D,81,15.08,12.92,0.0,0.0,0.0,0.0,0.0,64.0,-18.0,20.21,82,2274.0,Expert,Expert,2.16,,1,kaggle_pgn,True
11683,2420,2269,1-0,43,1.0,0.0,queenside,none,21.0,resignation,B40,Sicilian Defense: French Variation,B,87,30.95,112.47,1.0,4.0,2.0,3.0,1089.0,1120.0,-95.0,218.63,151,2344.0,Expert,Expert,-81.52,1.0,2,kaggle_pgn,True
11684,2353,1983,1-0,32,1.0,1.0,kingside,kingside,18.0,resignation,D02,Queen's Pawn Game: Symmetrical Variation,D,65,12.27,34.41,0.0,3.0,0.0,1.0,563.0,625.0,-23.0,159.88,370,2168.0,Expert,Advanced,-22.14,1.0,2,kaggle_pgn,True
11685,2426,2104,1-0,26,1.0,1.0,queenside,kingside,11.0,resignation,C11,"French Defense: Classical Variation, Steinitz Variation",C,53,41.7,61.79,1.0,3.0,1.0,3.0,451.0,490.0,-147.0,139.94,322,2265.0,Expert,Expert,-20.09,1.0,2,kaggle_pgn,True
11686,2465,1890,1-0,45,1.0,0.0,kingside,none,26.0,resignation,B20,Sicilian Defense: Mengarini Variation,B,91,17.05,18.46,0.0,0.0,1.0,2.0,240.0,240.0,-31.0,79.8,575,2178.0,Expert,Advanced,-1.41,1.0,2,kaggle_pgn,True
11687,2470,2610,1/2-1/2,14,1.0,1.0,kingside,kingside,5.0,draw,E00,Catalan Opening,E,28,11.0,17.2,0.0,0.0,0.0,0.0,21.0,22.0,-31.0,17.42,-140,2540.0,Expert,Master,-6.2,,1,kaggle_pgn,True
11688,2496,2483,1/2-1/2,71,1.0,1.0,kingside,kingside,27.0,draw,D17,Slav Defense: Czech Variation,D,142,16.58,13.06,1.0,0.0,2.0,1.0,0.0,144.0,-29.0,38.91,13,2490.0,Expert,Expert,3.52,,1,kaggle_pgn,True
11689,2072,2291,0-1,13,0.0,0.0,none,none,3.0,resignation,A09,Réti Opening: Advance Variation,A,26,118.4,21.25,3.0,0.0,1.0,0.0,-1086.0,29.0,-1135.0,417.64,-219,2182.0,Expert,Expert,97.15,0.0,0,kaggle_pgn,True
11690,2167,2009,1-0,29,1.0,0.0,kingside,none,11.0,resignation,A00,Hungarian Opening,A,59,38.33,64.26,0.0,3.0,2.0,3.0,1069.0,1089.0,-38.0,227.65,158,2088.0,Expert,Expert,-25.93,1.0,2,kaggle_pgn,True
11691,1871,1614,1/2-1/2,44,1.0,1.0,kingside,kingside,10.0,draw,E60,King's Indian Defense: Fianchetto Variation,E,89,28.74,35.61,1.0,2.0,4.0,2.0,27.0,256.0,-8.0,49.71,257,1742.0,Advanced,Advanced,-6.87,,1,kaggle_pgn,True
11692,2258,2611,0-1,53,1.0,1.0,kingside,kingside,20.0,resignation,B22,Sicilian Defense: Alapin Variation,B,106,38.56,19.22,4.0,0.0,4.0,1.0,-836.0,95.0,-836.0,219.3,-353,2434.0,Expert,Master,19.34,0.0,0,kaggle_pgn,True
11693,2015,1845,0-1,28,0.0,1.0,none,kingside,11.0,resignation,B90,Sicilian Defense: Najdorf Variation,B,56,662.0,23.18,4.0,0.0,3.0,1.0,-10080.0,137.0,-10256.0,1908.31,170,1930.0,Expert,Advanced,638.82,0.0,0,kaggle_pgn,True
11694,2276,1815,1-0,51,1.0,1.0,kingside,kingside,12.0,resignation,A07,King's Indian Attack,A,103,48.11,41.52,1.0,3.0,3.0,4.0,693.0,694.0,-40.0,156.85,461,2046.0,Expert,Advanced,6.59,1.0,2,kaggle_pgn,True
11695,2604,2588,1/2-1/2,79,1.0,1.0,kingside,kingside,26.0,draw,A07,"King's Indian Attack, with e6",A,159,23.72,19.92,1.0,0.0,2.0,3.0,0.0,176.0,-88.0,61.27,16,2596.0,Master,Master,3.8,,1,kaggle_pgn,True
11696,2205,2157,1/2-1/2,54,1.0,0.0,queenside,none,21.0,draw,B90,Sicilian Defense: Najdorf Variation,B,109,88.68,55.04,6.0,3.0,3.0,4.0,0.0,68.0,-1749.0,257.76,48,2181.0,Expert,Expert,33.64,,1,kaggle_pgn,True
11697,2193,1993,1-0,11,0.0,0.0,none,none,6.0,resignation,A40,Queen's Pawn Game: Modern Defense,A,23,41.0,99.29,0.0,2.0,1.0,1.0,701.0,711.0,18.0,214.53,200,2093.0,Expert,Advanced,-58.29,1.0,2,kaggle_pgn,True
11698,1968,2220,1-0,36,1.0,1.0,kingside,kingside,14.0,resignation,A50,Slav Indian,A,73,63.29,55.38,2.0,2.0,0.0,2.0,-275.0,389.0,-275.0,90.56,-252,2094.0,Advanced,Expert,7.91,1.0,2,kaggle_pgn,True
11699,2404,2490,1/2-1/2,21,1.0,1.0,kingside,kingside,6.0,draw,A40,Queen's Pawn Game: Modern Defense,A,42,7.5,11.1,0.0,0.0,0.0,0.0,44.0,77.0,18.0,11.75,-86,2447.0,Expert,Expert,-3.6,,1,kaggle_pgn,True
11700,2437,2229,1-0,43,1.0,1.0,kingside,kingside,18.0,resignation,A07,King's Indian Attack,A,87,17.57,15.58,0.0,1.0,1.0,1.0,210.0,270.0,-23.0,102.51,208,2333.0,Expert,Expert,1.99,1.0,2,kaggle_pgn,True
11701,2347,2298,1/2-1/2,24,1.0,1.0,kingside,kingside,8.0,draw,A41,Wade Defense,A,48,17.5,16.9,0.0,0.0,2.0,0.0,-40.0,81.0,-43.0,27.62,49,2322.0,Expert,Expert,0.6,,1,kaggle_pgn,True
11702,2391,2471,0-1,28,1.0,1.0,kingside,kingside,13.0,resignation,A15,English Opening: Anglo-Indian Defense,A,56,32.29,8.9,1.0,0.0,0.0,0.0,-379.0,36.0,-379.0,71.73,-80,2431.0,Expert,Expert,23.39,0.0,0,kaggle_pgn,True
11703,2381,2270,1/2-1/2,13,0.0,0.0,none,none,7.0,draw,B07,Czech Defense,B,27,31.17,15.4,0.0,0.0,2.0,0.0,21.0,122.0,3.0,26.33,111,2326.0,Expert,Expert,15.77,,1,kaggle_pgn,True
11704,2174,2008,1-0,34,1.0,1.0,queenside,kingside,14.0,resignation,A40,Queen's Pawn Game: Modern Defense,A,69,32.47,74.13,1.0,2.0,2.0,1.0,882.0,904.0,-172.0,224.53,166,2091.0,Expert,Expert,-41.66,1.0,2,kaggle_pgn,True
11705,2328,2455,0-1,37,1.0,1.0,kingside,kingside,18.0,resignation,B53,Sicilian Defense: Chekhover Variation,B,74,22.24,15.91,0.0,0.0,3.0,1.0,-259.0,64.0,-262.0,98.38,-127,2392.0,Expert,Expert,6.33,0.0,0,kaggle_pgn,True
11706,2375,2469,1-0,70,1.0,1.0,kingside,kingside,24.0,resignation,A04,Zukertort Opening: Sicilian Invitation,A,140,48.81,66.26,3.0,3.0,4.0,3.0,1082.0,1082.0,0.0,150.28,-94,2422.0,Expert,Expert,-17.45,1.0,2,kaggle_pgn,True
11707,1906,2292,1-0,33,1.0,1.0,kingside,kingside,12.0,resignation,B00,Nimzowitsch Defense: Williams Variation,B,67,30.69,130.68,1.0,6.0,0.0,2.0,1116.0,2160.0,22.0,374.45,-386,2099.0,Advanced,Expert,-99.99,1.0,2,kaggle_pgn,True
11708,2460,2605,1-0,53,1.0,1.0,queenside,kingside,21.0,resignation,C47,Four Knights Game: Scotch Variation Accepted,C,107,22.0,36.38,0.0,1.0,2.0,2.0,508.0,508.0,-79.0,141.63,-145,2532.0,Expert,Master,-14.38,1.0,2,kaggle_pgn,True
11709,2249,1544,1-0,65,1.0,1.0,kingside,kingside,20.0,resignation,D10,Slav Defense: Exchange Variation,D,131,12.89,17.09,0.0,1.0,2.0,0.0,332.0,332.0,0.0,57.71,705,1896.0,Expert,Advanced,-4.2,1.0,2,kaggle_pgn,True
11710,2239,1630,1-0,35,1.0,0.0,kingside,none,16.0,resignation,B12,Caro-Kann Defense: Advance Variation,B,71,27.14,79.67,0.0,4.0,2.0,3.0,918.0,1262.0,-12.0,262.86,609,1934.0,Expert,Advanced,-52.53,1.0,2,kaggle_pgn,True
11711,2168,2545,1/2-1/2,46,1.0,0.0,kingside,none,21.0,draw,D02,Queen's Pawn Game: Zukertort Variation,D,92,19.72,25.87,0.0,0.0,4.0,5.0,38.0,206.0,-43.0,51.53,-377,2356.0,Expert,Master,-6.15,,1,kaggle_pgn,True
11712,2532,2554,1/2-1/2,8,0.0,0.0,none,none,2.0,draw,B13,"Caro-Kann Defense: Panov Attack, Modern Defense",B,16,20.0,25.0,0.0,0.0,0.0,0.0,25.0,69.0,11.0,16.81,-22,2543.0,Master,Master,-5.0,,1,kaggle_pgn,True
11713,2560,2303,1/2-1/2,36,1.0,1.0,queenside,kingside,13.0,draw,E73,"King's Indian Defense: Normal Variation, Standard Development",E,72,32.24,24.47,2.0,1.0,2.0,0.0,0.0,82.0,-177.0,80.58,257,2432.0,Master,Expert,7.77,,1,kaggle_pgn,True
11714,1995,1704,1-0,29,1.0,1.0,kingside,kingside,15.0,resignation,A29,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",A,59,57.33,74.92,1.0,1.0,1.0,0.0,218.0,724.0,-61.0,133.81,291,1850.0,Advanced,Advanced,-17.59,1.0,2,kaggle_pgn,True
11715,2121,2137,0-1,68,1.0,1.0,queenside,kingside,22.0,resignation,B12,Caro-Kann Defense: Maróczy Variation,B,136,34.64,18.31,3.0,0.0,5.0,0.0,-768.0,272.0,-768.0,214.55,-16,2129.0,Expert,Expert,16.33,0.0,0,kaggle_pgn,True
11716,2782,2708,1/2-1/2,59,1.0,1.0,kingside,kingside,25.0,draw,B90,Sicilian Defense: Najdorf Variation,B,119,19.83,19.87,0.0,0.0,3.0,3.0,0.0,125.0,-181.0,67.31,74,2745.0,Master,Master,-0.04,,1,kaggle_pgn,True
11717,1860,1935,1-0,39,1.0,1.0,kingside,kingside,16.0,resignation,B00,Pirc Defense,B,79,27.56,30.75,1.0,1.0,2.0,4.0,408.0,408.0,-44.0,85.03,-75,1898.0,Advanced,Advanced,-3.19,1.0,2,kaggle_pgn,True
11718,2022,1866,1-0,19,1.0,1.0,kingside,kingside,9.0,resignation,C29,"Vienna Game: Vienna Gambit, Modern Variation",C,39,60.27,279.62,1.0,2.0,1.0,1.0,421.0,1992.0,-50.0,347.5,156,1944.0,Expert,Advanced,-219.35,1.0,2,kaggle_pgn,True
11719,2490,2538,1/2-1/2,44,1.0,1.0,kingside,kingside,18.0,draw,A07,King's Indian Attack,A,89,15.06,9.21,0.0,0.0,0.0,0.0,-26.0,65.0,-41.0,20.79,-48,2514.0,Expert,Master,5.85,,1,kaggle_pgn,True
11720,1628,1879,0-1,33,1.0,0.0,queenside,none,18.0,resignation,B32,Sicilian Defense: Open,B,66,67.15,23.1,3.0,0.0,3.0,1.0,-1506.0,82.0,-1506.0,291.51,-251,1754.0,Advanced,Advanced,44.05,0.0,0,kaggle_pgn,True
11721,2137,2259,1/2-1/2,52,1.0,0.0,kingside,none,24.0,draw,C67,"Ruy Lopez: Berlin Defense, l'Hermet Variation",C,105,16.0,19.75,0.0,0.0,2.0,1.0,-5.0,122.0,-7.0,36.62,-122,2198.0,Expert,Expert,-3.75,,1,kaggle_pgn,True
11722,2276,1873,1-0,23,1.0,1.0,kingside,kingside,8.0,resignation,C68,"Ruy Lopez: Exchange Variation, Lutikov Variation",C,47,16.88,44.6,0.0,4.0,1.0,0.0,579.0,581.0,-27.0,153.33,403,2074.0,Expert,Advanced,-27.72,1.0,2,kaggle_pgn,True
11723,2400,2479,1/2-1/2,13,0.0,0.0,none,none,11.0,draw,D02,Queen's Pawn Game: Krause Variation,D,27,11.43,17.2,0.0,0.0,0.0,0.0,30.0,67.0,8.0,15.91,-79,2440.0,Expert,Expert,-5.77,,1,kaggle_pgn,True
11724,2479,2273,1-0,39,1.0,1.0,kingside,kingside,19.0,resignation,D45,Semi-Slav Defense: Normal Variation,D,79,17.7,34.74,0.0,1.0,3.0,2.0,316.0,357.0,-57.0,110.08,206,2376.0,Expert,Expert,-17.04,1.0,2,kaggle_pgn,True
