event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass
2342,2123,2234,1-0,64,True,True,kingside,kingside,23,resignation,d4 g6 c4 Bg7 Nc3 c5 d5 Nf6 e4 d6 Nf3 O-O h3 b5 cxb5 Qa5 Nd2 a6 Nc4 Qd8 bxa6 Bxa6 Be2 Nbd7 O-O Qb8 Qc2 Bxc4 Bxc4 Qb4 b3 Nxe4 Nxe4 Bxa1 Bd2 Qa3 Rxa1 Ne5 Bc1 Qb4 Bd2 Qa3 Nc3 Nxc4 bxc4 Rfb8 Nb5 Qa4 Qd3 Rb7 a3 Kg7 Re1 f6 Kh2 Rf8 Re3 Kf7 Qb3 Qxb3 Rxb3 Rbb8 a4 Ke8 a5 Kd7 a6 Rb6 a7 Ra8 Nc7 Rxa7 Rxb6 Kxc7 Rb2 Ra4 Rc2 Kd7 Be3 e6 dxe6+ Kxe6 Kg3 Ra5 Re2 Kd7 Kf3 Ra4 Rc2 Kc6 Ke2 Ra3 Kd2 Ra5 Kc3 Ra1 Rd2 g5 Kb2 Rg1 f3 Re1 Bf2 Re6 g4 Re8 Bg3 Rd8 Rd5 Rd7 Kc3 h5 Kd3 hxg4 hxg4 Rd8 Be1 Kd7 Bc3 Ke6 Rf5 Rf8 Ke4 Rf7 f4 gxf4 Rxf4 Rf8 Rxf6+,A40,Queen's Pawn Game: Modern Defense,A,129,31.57,39.03,1,2,4,6,4911,4911,0,430.61,-111,2178.0,Expert,Expert,-7.46,1.0,2
2343,1896,1563,1-0,31,True,True,kingside,kingside,16,resignation,d4 d5 c4 e6 Nc3 Be7 Nf3 Nf6 Bg5 O-O e3 c6 cxd5 exd5 Qc2 h6 Bh4 Ne8 Bxe7 Qxe7 Bd3 Nd6 O-O Qf6 b4 Bf5 b5 Nxb5 Nxb5 Bxd3 Qxd3 cxb5 Qxb5 Qc6 Qb3 b6 Rac1 Qd6 Ne5 f6 Ng6 Re8 Rc2 Kh7 Qd3 Kg8 Rfc1 Nd7 Rc6 Qb4 a3 Qb2 R6c2 Qxc1+ Rxc1 Rac8 Ne7+ Kf7 Nxc8 Ne5 dxe5 Rxc8 Qxd5+,D31,Queen's Gambit Declined: Charousek Variation,D,63,623.55,642.5,1,4,2,3,2868,11396,1,1882.6,333,1730.0,Advanced,Advanced,-18.95,1.0,2
2344,2058,2009,0-1,55,True,True,kingside,kingside,22,resignation,e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Bd3 c5 c3 Nc6 Ne2 cxd4 cxd4 f6 exf6 Nxf6 O-O Bd6 Nf3 Qc7 Bg5 O-O Bh4 Bd7 Bg3 Nh5 Qc2 h6 Nh4 Be8 a3 Nxg3 hxg3 Qb6 Qd2 Kh8 Bc2 Rf6 Qd3 g6 b4 Kg7 Nf3 e5 Qd2 e4 Ne1 a5 Bb3 Bf7 Nc2 axb4 a4 Na5 Rfb1 Be6 Nf4 Bxf4 gxf4 Nc6 g3 Raf8 a5 Nxa5 Qxb4 Qxb4 Nxb4 Nc4 Bxc4 dxc4 Ra7 R6f7 Re1 Bf5 Nc2 Rd8 Kf1 e3 Nxe3 Bd3+ Kg2 Rxd4 Ng4 b5 Rxf7+ Kxf7 Ne5+ Kg7 Kf3 Rd6 Ra1 h5 Ke3 Kf6 Ra7 Bc2 Rf7+ Ke6 Rb7 Ba4 Nxg6 c3 Rc7 b4 Ne5 b3 Nd3 Rxd3+ Kxd3,C05,"French Defense: Tarrasch Variation, Closed Variation",C,111,48.06,25.2,3,1,8,3,-874,52,-922,175.96,49,2034.0,Expert,Expert,22.86,0.0,0
2345,2107,2001,1/2-1/2,64,True,True,kingside,queenside,27,draw,e4 g6 d4 Bg7 Nc3 d6 f4 c6 Nf3 d5 Be3 Nf6 e5 Ng4 Bg1 h5 Bd3 Nh6 Bf2 Bf5 Nh4 e6 Bxf5 Nxf5 Nxf5 gxf5 O-O h4 g4 Qe7 Kh1 Nd7 Rg1 fxg4 Qxg4 Bf8 f5 O-O-O a3 exf5 Qxf5 Qe6 Qxe6 fxe6 Ne2 Bh6 Bxh4 Rdf8 Bg3 Rf3 Kg2 Re3 Nc3 c5 dxc5 Nxe5 Rae1 Nc4 Nd1 Rxe1 Rxe1 Kd7 b3 Nxa3 Re2 Rg8 Rf2 Rf8 Re2 Rg8 Nf2 Nb5 Nd3 Nd4 Ne5+ Ke7 Rf2 Nf5 c6 Nxg3 hxg3 bxc6 Nxc6+ Kd6 Nxa7 Be3 Rf7 Bxa7 Rxa7 Rc8 Ra2 Rc3 b4 e5 Ra6+ Kc7 Re6 Rxc2+ Kf3 e4+ Ke3 Kd7 Re5 Kd6 Re8 Rc3+ Kf4 Rf3+ Kg4 Rb3 Rd8+ Kc6 Rc8+ Kd6 Kf4 Rxb4 g4 e3+ Kxe3 Rxg4 Rd8+ Ke6 Re8+ Kd7 Re5 Kd6 Re8 Ra4 Rd8+,B06,Modern Defense: Pseudo-Austrian Attack,B,129,25.56,25.24,1,0,3,4,-4,99,-188,58.92,106,2054.0,Expert,Expert,0.32,,1
2346,2362,2404,1/2-1/2,14,True,True,kingside,kingside,4,draw,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 c6 e3 Be7 Bd3 O-O Qc2 Nbd7 Nf3 Re8 O-O Nf8 h3 Bd6 Rae1 Bd7 Bf4 Bxf4 exf4 Nh5,D35,Queen's Gambit Declined: Normal Defense,D,28,10.2,13.44,0,0,0,0,59,79,8,17.95,-42,2383.0,Expert,Expert,-3.24,,1
2347,2803,2774,1-0,44,True,True,kingside,kingside,19,resignation,Nf3 c5 b3 d6 e3 e5 Bb2 f5 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nf6 c4 Be7 d4 cxd4 exd4 e4 Ng5 d5 Nc3 O-O Nh3 Nc6 Nf4 dxc4 d5 Ne5 Ne6 Rfc8 Nxe4 fxe4 Bxe5 Qxd5 Qxd5 Nxd5 Rad1 Rc6 Nxg7 Nb6 Nf5 Bc5 Bd4 Bb4 Bxb6 axb6 Rd4 Rxa2 bxc4 Re6 Ng3 e3 Rd8+ Kf7 fxe3+ Ke7 Rb8 Bc5 Rxb7+ Kd6 Nf5+ Kc6 Rxh7 Rc2 Rh4 Rg6 g3 Kb7 Rf2 Rc3 Re4 Rc6 h4 Bb4 Rff4 Rc2 h5 Rc7 h6 Be1 Rh4 Rd7 Rd4 Rh7 Rdg4 Bc3 Rg7+,A04,Zukertort Opening: Sicilian Invitation,A,89,21.67,30.59,0,1,2,5,534,603,-109,184.78,29,2788.0,Master,Master,-8.92,1.0,2
2348,2337,2176,1/2-1/2,76,True,True,kingside,kingside,17,draw,Nf3 Nf6 c4 g6 g3 b6 Bg2 Bb7 O-O Bg7 Nc3 O-O d3 c5 Bd2 d6 Qc1 Re8 Bh6 Bh8 Qf4 Qc8 h3 Nbd7 e4 Ne5 Nxe5 dxe5 Qh4 e6 Bg5 Nh5 Bf3 Ng7 Bf6 Qd7 Be2 Qc6 g4 Rf8 Nd1 Ne8 Be7 Nd6 Bxf8 Rxf8 Ne3 f5 gxf5 Nxf5 Nxf5 exf5 Bf3 f4 Qg4 Qd6 Rfd1 Bf6 a3 Bc6 Rab1 Ba4 b3 Bc6 b4 Bd7 Qg2 Ba4 Rd2 Qd4 b5 Qc3 Rbb2 Rd8 Qf1 Kf7 Kg2 Bh4 Bd1 Bxd1 Qxd1 h5 a4 Rd7 a5 Bd8 axb6 Bxb6 Rb3 Qd4 Qf3 Qd6 Kh2 Qf6 Ra3 Qh4 Qg2 Kf6 Ra6 Rd6 Rd1 g5 f3 Kf7 Ra2 Rg6 Qf2 Qxf2+ Rxf2 h4 Ra2 Rd6 Rg2 Kg6 Ra2 Rd7 Kg2 Kf6 Kf2 Kg6 Ke2 Rd4 Rg1 Rd6 Kd2 Re6 Kc3 Rd6 Rg4 Kh5 Ra6 Kg6 Rg1 Rd7 Kd2 Kf6 Ke2 Kg6 Rga1 Re7 Rxb6+ axb6 Ra6 Re6 Ra8 Kf7 Ra7+ Kf6 Rc7 Kg6 Rc6 Kf6 Rxe6+,A05,Zukertort Opening,A,153,26.32,19.29,2,0,1,3,0,279,-14,100.7,161,2256.0,Expert,Expert,7.03,,1
2349,1817,2121,1/2-1/2,44,True,True,kingside,kingside,13,draw,f4 g6 Nf3 Bg7 e3 b6 Be2 Bb7 O-O e6 c3 Nf6 d3 d5 Nbd2 O-O Ne5 c5 g4 Nc6 Nxc6 Bxc6 g5 Nd7 d4 f6 Nf3 Qe7 Qe1 fxg5 Nxg5 e5 Bg4 e4 Qg3 Rf6 Qh3 Nf8 Qg3 Bd7 Bd2 h6 Nh3 Bxg4 Qxg4 Rf5 Be1 Bf6 Kh1 Kh7 Rg1 Rc8 Rd1 cxd4 cxd4 Rc4 Qe2 Ne6 Bg3 Ng7 Rc1 Rxc1 Rxc1 g5 fxg5 hxg5 Rc7 Qe6 Qh5+ Kg8 Qg6 Rf1+ Ng1 Qf5 Qf7+ Kh8 Qf8+ Kh7 Kg2 Rf3 Qf7 Rxe3 Qh5+ Kg8 Qf7+ Kh7 Qh5+ Kg8 Qf7+,A02,Bird Opening,A,89,28.5,22.81,1,0,1,2,0,206,-84,64.43,-304,1969.0,Advanced,Expert,5.69,,1
2350,2485,1693,1-0,27,True,True,kingside,kingside,11,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 a4 e6 a5 Be7 Be3 Qc7 Be2 Nbd7 f4 d5 e5 Ng8 O-O Bb4 Qe1 Bxc3 bxc3 Ne7 Bd3 Nc5 Nb3 Nd7 Bd4 O-O Bxh7+ Kxh7 Qh4+ Kg8 Qxe7 Qc6 Rf3 f6 Rg3 Rf7 Qe8+ Nf8 Qxc6 bxc6 exf6 g6 Nc5 Kh7 Rb1 Nd7 Nxe6,B90,Sicilian Defense: Najdorf Variation,B,55,20.4,50.65,0,2,2,3,487,554,6,139.99,792,2089.0,Expert,Advanced,-30.25,1.0,2
2351,2782,2683,1-0,45,True,True,kingside,kingside,22,resignation,d4 e6 Nf3 Nf6 c4 Bb4+ Nbd2 b6 a3 Bxd2+ Qxd2 d5 e3 Ba6 b3 Nc6 Qc2 O-O Bd3 Rc8 O-O Na5 Rd1 h6 Bd2 c5 dxc5 bxc5 Bc3 Rb8 Rab1 Kh8 h3 Bb7 b4 cxb4 axb4 Nc6 b5 Ne7 c5 Rc8 c6 Ba8 Qa4 Rc7 Ba5 Nc8 Bxc7 Qxc7 Qd4 Re8 Ne5 Kg8 f4 Re7 Ra1 Ne8 Ra6 f6 Nd7 Qd6 Qc5 Qxc5 Nxc5 Nc7 Ra5 Kf7 Rda1 g5 Rxa7 Nxa7 Rxa7 Nxb5 Rxe7+ Kxe7 Bxb5 Kd6 Nb7+ Kc7 fxg5 fxg5 Kf2 Bxb7 cxb7 Kxb7 Kf3 Kb6 Bd7 e5,A40,Horwitz Defense,A,90,25.35,38.31,0,4,4,2,599,599,7,177.37,99,2732.0,Master,Master,-12.96,1.0,2
2353,2203,2287,0-1,55,True,True,kingside,kingside,22,resignation,d4 Nf6 c4 e6 Nf3 d5 Qc2 dxc4 Qxc4 a6 Bf4 Bd6 Bxd6 cxd6 Nbd2 Nc6 e3 O-O Be2 Bd7 O-O b5 Qd3 Qb6 Rac1 Rac8 Ne4 Nxe4 Qxe4 Rc7 Ng5 f5 Qb1 h6 Nf3 e5 dxe5 dxe5 Rfd1 e4 Nd4 Rfc8 Nb3 Be6 Bf1 Bxb3 axb3 Ne5 h3 Kh7 Rxc7 Qxc7 Rd5 Qe7 Qd1 Rc6 g3 Qc7 Kg2 Rc1 Qh5 g6 Qh4 Nf3 Qd8 Qxd8 Rxd8 a5 Rd7+ Kg8 Rd5 Ne1+ Kg1 Nf3+ Kg2 Ne1+ Kg1 b4 Rxa5 Nf3+ Kg2 Ne1+ Kg1 Nd3 Rd5 Nxb2 g4 Nd3 gxf5 gxf5 Rxf5 Rb1 Rd5 Ne1 Rb5 Nd3 Kg2 Rxb3 Bxd3 exd3 Kf3 Rb1 Rd5 Rd1 Ke4 d2 Kf3 b3 Ke2 b2,E10,Indian Defense: Anti-Nimzo-Indian,E,110,34.12,23.56,1,1,2,1,-459,70,-461,88.71,-84,2245.0,Expert,Expert,10.56,0.0,0
2354,2484,2301,1-0,57,True,True,kingside,kingside,24,resignation,d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nc6 Nc3 a6 Bf4 e6 Qd2 Rb8 Rac1 Ne7 a4 Bd7 e4 Nh5 Bh6 f5 Bxg7 Kxg7 Rfe1 Nc6 d5 exd5 cxd5 Na5 Na2 fxe4 Rxe4 Nb3 Qc3+ Nf6 Rce1 Nc5 Re7+ Rf7 R7e3 h6 Nd4 Nxa4 Qc2 Nb6 Nc3 Qg8 Qb3 Kh8 Ne6 Bxe6 dxe6 Re7 Qb4 Rbe8 Qf4 Rxe6 Qxh6+ Nh7 Bxb7 Rxe3 Rxe3 d5 Nxd5 Rxe3 Nxe3 Nd7 Qf4 Qb3 Qxc7 Nhf6 Bc6 Nf8 Qe5 Kg7 Bd5 Qb4 Qc7+ Kh6 Bc4 Qxb2 Bxa6 Ne6 Qc6 Ng5 Qxf6 Qxf6 Ng4+ Kg7 Nxf6 Kxf6 h4 Ne6 Kg2 Nc5 Bc4 Nd7 f4 Nc5 Kf3 Nb7 g4 Nd6 Bd3 Nf7 g5+ Kg7 Kg4 Nd6 h5,E60,King's Indian Defense: Fianchetto Variation,E,115,21.23,37.71,0,4,3,3,788,788,10,158.62,183,2392.0,Expert,Expert,-16.48,1.0,2
2355,1912,1704,1-0,69,True,True,kingside,kingside,19,resignation,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 Na5 Bc2 c5 d3 O-O Nbd2 Nc6 Nf1 Be6 h3 Re8 Ng5 h6 Nxe6 fxe6 Bb3 d5 exd5 exd5 Qf3 Rf8 Qg3 Kh8 Bc2 Bd6 a4 b4 Qe3 d4 Qf3 Qc7 Qe2 Rae8 Ng3 bxc3 bxc3 dxc3 Nf5 Nd4 Nxd4 cxd4 Bb3 Nd7 Bc4 Nc5 Qh5 Ne6 Bxa6 Qe7 Bc4 Qf6 Ra2 Nf4 Qf3 Qg6 Qg4 Qxg4 hxg4 Ra8 a5 Ra7 a6 Ng6 g3 Rb8 Kf1 Ne7 Ke2 Nc6 g5 Nb4 Ra4 Kh7 gxh6 gxh6 Rh1 Bf8 Ba3 Kg6 Rb1 c2 Rc1 Kf6 Kd2 Be7 Bxb4 Bxb4+ Kxc2 Bc3 Ra2 Ke7 Rh1 Rb6 Rh5 Kd6 Rxh6+ Kc5 Rh5 Kd6 g4 Rb8 Rh6+ Kc5 Re6 Rf8 Rxe5+ Kd6 Re6+ Kc5 Kd1 Rb8 f4 Rb1+ Ke2 Re1+ Kf3 Rf1+ Ke4 Re1+ Kf5 Rf7+ Rf6 Ra7 g5,C84,Ruy Lopez: Closed,C,139,23.43,31.98,1,3,2,1,658,662,-406,192.19,208,1808.0,Advanced,Advanced,-8.55,1.0,2
2356,2370,2630,1/2-1/2,28,True,False,queenside,none,12,draw,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nh3 Nf6 Nf4 e5 Nxg6 hxg6 dxe5 Qa5+ Bd2 Qxe5+ Qe2 Nbd7 Qxe5+ Nxe5 f4 Ned7 O-O-O Bd6 Re1+ Kf8 Ne4 Nxe4 Rxe4 Nf6 Rd4 Bc5 Rc4 Bb6 Be2 Nd5 Bf3 f5 Bxd5 cxd5 Rb4 Rd8 h3 Kf7 Re1 Rd7 Rb3 Rc8 Rd3 Rc4 Re5 Rd4,B15,Caro-Kann Defense,B,56,12.42,13.27,0,0,0,1,17,79,-17,21.52,-260,2500.0,Expert,Master,-0.85,,1
2357,1919,2119,0-1,27,True,True,kingside,kingside,12,resignation,d4 Nf6 c4 c5 e3 cxd4 exd4 d5 Nc3 Nc6 Nf3 e6 Bg5 Be7 Bd3 dxc4 Bxc4 h6 Be3 O-O O-O b6 Bb3 Ba6 Re1 Nb4 Ne5 Bb7 a3 Nbd5 Rc1 Nxc3 Rxc3 Rc8 Qc1 Rxc3 Qxc3 Qa8 f3 Rc8 Qd2 Nd5 Qf2 Nxe3 Qxe3 Bd5 Qf4 Bf6 Ba4 Qb8 Qg4 Bxe5 dxe5 Rc4,A56,Benoni Defense,A,54,32.83,16.43,2,0,0,0,-438,50,-438,94.13,-200,2019.0,Advanced,Expert,16.4,0.0,0
2358,1884,1712,1/2-1/2,56,True,True,kingside,kingside,20,draw,e4 e6 Nc3 d5 Nf3 Nf6 e5 Nfd7 d4 c5 dxc5 Bxc5 Bd3 Nc6 Bf4 h6 h4 Qc7 Qe2 Nb4 a3 Nxd3+ cxd3 O-O d4 Be7 Qe3 Nb6 Nd2 Kh7 g4 Bd7 g5 h5 Qd3+ g6 O-O Nc4 Nxc4 Qxc4 Qxc4 dxc4 d5 Bc5 Ne4 Be7 d6 Bd8 a4 Rc8 Rfc1 Kg7 Nd2 c3 bxc3 Ba5 Ra3 b6 c4 Bxd2 Bxd2 a6 Be3 Rc6 a5 b5 cxb5 Rxc1+ Bxc1 Rc8 Bd2 Bxb5 Bb4 Rc4 Bd2 Rg4+ Kh2 Rxh4+ Kg3 Rd4 Be3 Rc4 Rd3 Rc8 Rb3 Rd8 Bb6 Rb8 Rxb5 axb5 d7 b4 Bc7 Ra8 d8=Q Rxd8 Bxd8 b3 a6 b2 a7 b1=Q Bf6+ Kh7 a8=Q Qg1+ Kh3 Qg4+ Kh2 Qf4+ Kg1 Qg4+ Kf1,C00,French Defense: Queen's Knight,C,113,27.04,32.9,1,2,2,1,0,277,-68,112.69,172,1798.0,Advanced,Advanced,-5.86,,1
2359,2078,1831,1-0,46,True,True,kingside,kingside,22,resignation,d4 Nf6 c4 Nc6 Nf3 e6 g3 Bb4+ Bd2 Qe7 Bg2 Bxd2+ Nbxd2 d6 O-O O-O e4 e5 d5 Nb8 b4 a5 a3 Bg4 h3 Bxf3 Qxf3 Na6 Qc3 axb4 axb4 Nh5 Rfc1 c5 dxc6 bxc6 Ra5 Qa7 b5 cxb5 cxb5 Qb6 Rxa6 Rxa6 bxa6 Qxa6 Nf1 g6 Ne3 Ng7 Bf1 Qa8 Nd5 Ne6 Qa1 Qb7 Rb1 Qa8 Qxa8 Rxa8 Rb6 Ra1 Rxd6 Ng5 Kg2 Nxe4 Nf6+ Nxf6 Rxf6 Rc1 Bb5 Rc5 Ba4 Ra5 Bb3 Ra7 Rb6 Rd7 Rb5 Re7 Bd5 Rd7 Kf3 Kg7 Ke4 f6 Rb7 Rxb7 Bxb7 h5 Kd5 Kf7 Kd6,A50,Mexican Defense,A,93,22.63,46.75,0,5,2,1,592,592,-3,166.14,247,1954.0,Expert,Advanced,-24.12,1.0,2
2360,1927,2094,1/2-1/2,59,True,True,kingside,kingside,24,draw,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 e3 O-O Qc2 c6 Bd2 Nbd7 h3 Re8 Ne5 dxc4 Bxc4 Nxe5 dxe5 Nd5 f4 Be6 Ne2 Nc7 Bd3 f6 Nd4 Bf7 Nf3 Qd7 f5 fxe5 fxg6 Bxg6 Bxg6 hxg6 Qxg6 Qe6 Qg3 Nd5 O-O Rf8 Nh4 Rxf1+ Rxf1 Rf8 e4 Nf4 Kh1 Rf6 Qg5 Nxh3 Rxf6 Nxg5 Rxe6 Nxe6 Nf5 Kf7 Be3 c5 g4 Bf6 Kg2 Bg5 Bf2 b5 b3 c4 bxc4 bxc4 Bxa7 c3 Ne3 Nd4 Kf2 Ke6 Bc5 c2 Ba3 Kd7 Bc1 Bh4+ Kf1 e6 Nc4 Bg3 Nb2 Ke7 Nd3 Kf6 Be3 Bh4 a4 Bg5 Bxd4 exd4 a5 Bf4 a6 Bb8 Ke2 Kg5 Kd2 Kxg4 Kxc2 Kf3 e5 Ba7 Nb4 Ke2 Nd3 Ke3 Nb4 Ke2 Nd3 Ke3 Nb4,D94,"Grünfeld Defense: Three Knights Variation, Burille Variation",D,119,22.32,21.17,1,0,2,2,0,187,-157,74.27,-167,2010.0,Advanced,Expert,1.15,,1
2362,2387,2559,1-0,47,True,True,kingside,kingside,21,resignation,c4 Nf6 Nf3 c5 g3 Nc6 Bg2 d5 Nc3 e6 cxd5 Nxd5 O-O Be7 Nxd5 exd5 d4 O-O b3 Bg4 Bb2 Bxf3 Bxf3 cxd4 Rc1 Bf6 Rc5 Qb6 Rxd5 Rad8 Rxd8 Rxd8 Bxc6 Qxc6 Qd3 h5 Rc1 Qd5 h4 g6 Rd1 Kh7 Qc2 Qe6 Rd3 Qg4 Qd1 Rd6 Qd2 Bxh4 Bxd4 Bf6 Bxa7 Re6 Rf3 Kg7 Be3 h4 Rf4 Qh5 g4 Qb5 Bd4 Bxd4 Qxd4+ Kg8 Re4 Qe8 Rxe6 Qxe6 Qd8+ Kg7 Qd4+ Kh7 e3 g5 Qd3+ Kh6 Qf5 Qd6 Kg2 f6 a4 b6 b4 Kg7 a5 Qxb4 a6 Qa4 Qc8 Kh6 Qb7 Qxg4+ Kh2,A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",A,95,20.29,56.1,0,4,3,4,785,786,-68,158.76,-172,2473.0,Expert,Master,-35.81,1.0,2
2363,2244,2080,1/2-1/2,22,True,True,queenside,kingside,12,draw,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 Bc4 Bd7 O-O-O Rb8 Bb3 Na5 Bh6 Bxh6 Qxh6 e5 Ndb5 Nxb3+ cxb3 Bxb5 Nxb5 d5 exd5 Nxd5 Kb1 Qd7 Nc3 Nxc3+ bxc3 Qf5+ Kb2 Rbd8 Qe3 b6,B70,Sicilian Defense: Dragon Variation,B,44,9.73,15.43,0,0,0,0,17,64,-24,20.9,164,2162.0,Expert,Expert,-5.7,,1
2364,1768,2078,0-1,38,True,True,kingside,kingside,17,resignation,c4 c5 Nc3 Nc6 g3 Nf6 Bg2 g6 e4 Bg7 Nge2 O-O d3 d6 O-O a6 a3 Rb8 Be3 Ng4 Qd2 Nxe3 fxe3 b5 cxb5 axb5 d4 Qb6 Rad1 Ba6 Nd5 Qa7 b4 Rfc8 dxc5 dxc5 bxc5 Qxc5 Rc1 Qxa3 Rxc6 Rxc6 Nd4 Rc4 Qf2 Rf8 Nb6 Rc7 Nd5 Rb7 Nc6 Qd6 Ncb4 e6 Nxa6 exd5 exd5 Qxa6 Qe2 Qb6 Kh1 b4 e4 Be5 Rb1 b3 Qc4 b2 Bf1 Rc7 Qa2 Qf2 Qa3 Rc2 Qxf8+ Kxf8,A36,"English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation",A,76,107.24,24.36,7,1,3,0,-1712,27,-2334,522.33,-310,1923.0,Advanced,Expert,82.88,0.0,0
2365,2141,2246,1-0,47,True,False,queenside,none,20,resignation,d4 d5 c4 c6 Nf3 Nf6 e3 Bf5 Nc3 e6 Nh4 Be4 f3 Bg6 Nxg6 hxg6 Qc2 Bd6 f4 g5 g3 gxf4 exf4 dxc4 Bxc4 Nbd7 Be3 Nb6 Be2 Nbd5 Bf2 Qc7 Bf3 g6 Qd3 Kf8 O-O-O Qa5 Kb1 Nb4 Qe2 Nfd5 Bxd5 Nxd5 Ne4 Be7 Be1 Qb5 Qf3 a5 h4 Nf6 Nf2 a4 g4 Qd5 Qe2 Rd8 Bd2 Qb5 Qf3 a3 Bc1 Qd5 Qe2 axb2 Qxb2 Ra8 g5 Ne4 Nxe4 Qxe4+ Ka1 Qd5 f5 exf5 Bf4 f6 Rhe1 fxg5 Rxe7 gxf4 Rxb7 Rxh4 Qd2 Rh1 Rxh1 Qxh1+ Kb2 f3 Qb4+ Kg8 Qe7 Qg2+ Kc3,D12,"Slav Defense: Quiet Variation, Schallopp Defense",D,95,18.13,94.5,1,2,0,2,1234,1234,-360,210.1,-105,2194.0,Expert,Expert,-76.37,1.0,2
2366,2226,2613,0-1,39,True,True,kingside,kingside,16,resignation,d4 g6 e4 Bg7 Nf3 d6 Be2 Nf6 Nc3 O-O O-O a6 a4 b6 Re1 Bb7 Bf1 e6 Bf4 h6 h3 Nbd7 Qd2 Kh7 Rad1 Qe7 g4 Rad8 Bg2 e5 Bg3 c6 dxe5 Nxe5 Nd4 b5 axb5 axb5 f3 b4 Nce2 Nc4 Qc1 c5 Nb3 Nd7 c3 Ndb6 Nf4 bxc3 bxc3 Qf6 Rd3 Ba6 Nd2 Nxd2 Rxd2 Qxc3 Nd5 Nxd5 Rxd5 Bc4 Rxd6 Rxd6 Bxd6 Qd4+ Kh1 Qxd6 Qxc4 Qg3 Rd1 Be5 Kg1 Bd4+ Kh1 Kg8 Rf1 Be5,A40,Queen's Pawn Game: Modern Defense,A,78,46.04,14.19,3,0,0,1,-472,91,-820,138.73,-387,2420.0,Expert,Master,31.85,0.0,0
2367,2396,2253,1-0,44,False,True,none,kingside,17,resignation,d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qc2 c6 e4 d5 cxd5 Bxf1 Kxf1 cxd5 e5 Ne4 Nbd2 Nxd2+ Bxd2 Be7 Kg2 O-O h4 h6 Rac1 a5 Qd3 Qd7 Ng5 g6 Nf3 Kg7 Rc2 Na6 a3 Rfc8 Rxc8 Qxc8 Qe3 Qh8 Rc1 Ra7 Rc6 Rb7 Nh2 Nb8 Rc1 Nd7 Qd3 a4 Ng4 h5 Nh2 b5 Nf3 Qe8 Ng5 Nb6 g4 Nc4 gxh5 Nxd2 Qxd2 Qh8 Qf4 Bd8 hxg6 Bxg5 hxg5 Kxg6 Rh1 Qd8 Rh6+ Kg7 Qh4 b4 Rh7+ Kg6 Qh5+ Kf5 g6+ Ke4 g7 bxa3 Qg4+ Kd3 bxa3,E15,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation",E,89,86.29,114.0,2,6,1,2,949,1810,-21,481.35,143,2324.0,Expert,Expert,-27.71,1.0,2
2368,1682,2071,0-1,18,True,True,kingside,kingside,6,resignation,g3 e5 Bg2 Nf6 d3 g6 Bd2 Bg7 Nc3 O-O Nf3 d6 O-O c5 Rb1 Nc6 Qc1 Be6 Bh6 Re8 Bxg7 Kxg7 Ng5 Bd7 Nge4 Bf5 Nxf6 Qxf6 a3 Rac8 Bxc6 Rxc6 e4 Bh3 Re1 Qf3,A00,Hungarian Opening,A,36,141.56,15.5,1,0,2,0,-1126,63,-1148,261.04,-389,1876.0,Advanced,Expert,126.06,0.0,0
2369,2208,2545,0-1,26,True,True,kingside,queenside,13,resignation,c4 g6 g3 Bg7 Bg2 e5 Nc3 Ne7 e4 d6 Nge2 Nbc6 O-O h5 f4 h4 d3 hxg3 hxg3 Bg4 Be3 Qd7 Kf2 O-O-O Qd2 Bh3 Rh1 Bxg2 Kxg2 Qg4 Nd5 f5 Nec3 Nxd5 exd5 exf4 Bxf4 Ne5 Qd1 Rxh1 Qxg4 Rh2+ Kxh2 Nxg4+ Kg2 Rh8 Rb1 Rh2+ Kg1 Bd4+ Kf1 Bxc3,A10,English Opening: Great Snake Variation,A,52,60.87,8.5,1,0,3,0,-801,49,-814,241.0,-337,2376.0,Expert,Master,52.37,0.0,0
