game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
2175,FALSE,149,Mate,White,10+5,goldenfox99,1402,prpmatelo13,1341,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nd4 Nxd4 exd4 c3 d3 Qf3 Qg5 O-O Bc5 Qxd3 d6 Qd5 Qxd5 Bxd5 Rb8 d4 Ba7 Bf4 Be6 Bc6+ Bd7 Bxd7+ Kxd7 Nd2 Nf6 Rfe1 Rhe8 e5 Nd5 Bg3 dxe5 Bxe5 f6 Bg3 Rxe1+ Rxe1 Re8 Rxe8 Kxe8 Nf3 f5 Be5 g6 Ng5 c6 Nxh7 a5 Nf6+ Nxf6 Bxf6 b4 c4 a4 b3 Kf7 Be5 Ke6 Bg3 axb3 axb3 Bxd4 Kf1 g5 Bc7 Be5 Ba5 Bxh2 Bxb4 f4 f3 Ke5 Ke2 Kd4 Kd2 c5 Ba5 g4 fxg4 Ke4 g5 Kf5 Bb6 Kg4 g6 Kg3 g7 Kxg2 g8=Q+ Kh1 Bxc5 f3 Qf8 Kg2 Qxf3+ Kxf3 b4 Ke4 Kc3 Be5+ Kb3 Bd4 Bxd4 Kxd4 b5 Kc5 Ka4 Kb6 Kb4 Kc7 c5 Kb7 Ka5 Ka7 b6+ Kb7 Kb5 Kb8 c6 Ka8 Ka6 Kb8 c7+ Kc8 Ka7 Kd7 b7 Kxc7 b8=Q+ Kc6 Qe5 Kd7 Qf6 Kc7 Ka6 Kc8 Qg7 Kb8 Kb6 Kc8 Qc7#,C70,8,Ruy Lopez: Morphy Defense |  Caro Variation,Ruy Lopez,,Morphy Defense
2176,FALSE,94,Resign,Black,15+10,gourang,1116,goldenfox99,1402,c4 c5 Nf3 Nc6 d3 g6 b3 Bg7 d4 cxd4 Bb2 e5 Na3 a6 b4 Nxb4 Nxd4 exd4 Bxd4 Bxd4 Qxd4 Nf6 e3 d5 g3 dxc4 Bxc4 Qxd4 exd4 O-O O-O Re8 Rab1 Nc6 f4 b5 Be2 Rxe2 d5 Nxd5 Rf2 Rxf2 Kxf2 Bb7 Rf1 Re8 Nc2 Ncb4 Nxb4 Nxb4 a3 Nc2 Rc1 Nxa3 Ra1 Nc4 Rc1 Rd8 Rf1 Rd2+ Kg1 Ne3 Re1 Rg2+ Kh1 Re2+ Kg1 Rxe1+ Kf2 Rh1 Kxe3 Rxh2 Kd3 Rh3 Kd2 Rxg3 Kc2 Kg7 Kd2 Kf6 Kc2 Kf5 Kd2 Kxf4 Ke2 Ke4 Kd1 Rg2 Kc1 Kd3 Kb1 Kc3 Ka1 Kb3,A30,2,English Opening: Symmetrical Variation,English Opening,,Symmetrical Variation
2177,FALSE,61,Resign,White,15+10,gourang,1116,goldenfox99,1402,f4 d5 e3 Nc6 Nf3 Bg4 Be2 h5 O-O Nf6 d4 Qd7 Ne5 Nxe5 fxe5 Bxe2 Qxe2 Ne4 c4 e6 cxd5 exd5 Nc3 O-O-O Nxe4 dxe4 Qc2 f5 exf6 gxf6 Qxe4 Bg7 Qf5 Qxf5 Rxf5 Rde8 Kf2 Kd7 Bd2 c6 Re1 Rc8 e4 c5 dxc5 Rc6 a4 Rhc8 Be3 Re8 Rxh5 Rxe4 Rh7 Rg4 Kf3 Rg6 h4 Re6 h5 Rg5 Rd1+,A03,2,Bird Opening: Dutch Variation,Bird Opening,,Dutch Variation
2178,FALSE,21,Resign,White,15+10,gourang,1116,goldenfox99,1402,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 e5 Ndb5 Bf8 Bg5 a6 Nd5 Qa5+ b4,B75,13,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Early Deviations,Sicilian Defense,,Dragon Variation
2179,FALSE,50,Mate,Black,15+10,gourang,1116,goldenfox99,1402,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Bg5 Nxe4 f3 Nxg5 f4 Ne6 Nxe6 Bxe6 b3 g6 Bc4 Bxc4 bxc4 Bg7 c3 Qa5 O-O O-O c5 Qxc5+ Kh1 Nd7 c4 Bxa1 Nd2 Bc3 Qc1 Bxd2 Qxd2 Qxc4 Rc1 Qe6 Re1 Qf5 Rf1 Nc5 Qe2 e6 Qxe6 Qxe6 Re1 Qxe1#,B57,8,Sicilian Defense: Modern Variations |  Main Line,Sicilian Defense,,Modern Variations
2180,FALSE,30,Resign,Black,15+10,goldenfox99,1402,gourang,1116,c4 d6 d4 e5 d5 f6 Nc3 f5 e4 Na6 g3 Nf6 Bg2 Be7 Nge2 O-O O-O Qe8 a3 fxe4 Nxe4 Nxe4 Bxe4 Bh3 Re1 Nc5 Bb1 Qf7 Be3 Qf3,A41,4,Rat Defense: English Rat,Rat Defense,,English Rat
2181,FALSE,55,Mate,White,14+0,goldenfox99,1402,solcastel,1569,c4 d5 cxd5 Qxd5 Nc3 Qf5 e4 Qe5 d4 Qa5 Nf3 e6 Bf4 Bb4 Qc2 f6 e5 g5 Bg3 fxe5 Bxe5 g4 Ng5 Nf6 Bxf6 Rf8 Be5 Rf5 Nxh7 Rxe5+ dxe5 Qxe5+ Be2 Qg7 O-O Bxc3 bxc3 Bd7 Rad1 Ke7 Bd3 a6 Qb3 b5 Qb4+ Kd8 Be4 Nc6 Bxc6 Rc8 Rxd7+ Ke8 Rxg7+ Kd8 Qf8#,A10,2,English Opening: Anglo-Scandinavian Defense,English Opening,,Anglo-Scandinavian Defense
2182,TRUE,57,Resign,White,10+0,magnata2016,1737,goldenfox99,1408,c4 c5 Nc3 g6 g3 Bg7 Bg2 Nf6 Nf3 Nc6 d3 O-O O-O Qc7 Bf4 d6 Rc1 Bf5 Nb5 Qd7 b3 a6 Nc3 Bh3 e4 Bxg2 Kxg2 Nh5 Be3 Nd4 Nd5 Rac8 Nb6 Qc6 Nxc8 Rxc8 Nxd4 cxd4 Bg5 e6 g4 Nf6 f3 Qc5 h4 h6 Bd2 Nd7 f4 f5 gxf5 exf5 Qf3 fxe4 Qxe4 Qh5 Qe6+,A38,13,English Opening: Symmetrical Variation |  Duchamp Variation,English Opening,,Symmetrical Variation
2183,TRUE,48,Resign,Black,10+0,goldenfox99,1431,danilasobolev,1426,c4 Nc6 g3 e5 Bg2 Nf6 Nc3 Bc5 Nf3 a6 O-O d6 d3 Bf5 Nh4 Qd7 Nxf5 Qxf5 a3 Ng4 Qe1 Bxf2+ Rxf2 Nxf2 Qxf2 Qxf2+ Kxf2 O-O-O e3 f5 Bh3 g6 e4 Nd4 Be3 Rhf8 Kg2 Kb8 Bxd4 exd4 Ne2 fxe4 dxe4 Rde8 Nxd4 Rxe4 Nf3 Re2+,A10,2,English Opening: Anglo-Lithuanian Variation,English Opening,,Anglo-Lithuanian Variation
2184,TRUE,21,Resign,Black,10+0,goldenfox99,1455,carneiro12,1448,c4 d5 e3 dxc4 Bxc4 Nf6 Nc3 Nbd7 Nf3 Nb6 Bf1 Nbd5 g3 Nxc3 bxc3 Bf5 Bg2 Bd3 Qa4+ b5 Qd4,A10,2,English Opening: Anglo-Scandinavian Defense,English Opening,,Anglo-Scandinavian Defense
2185,TRUE,35,Resign,White,10+0,vitaminex,1859,goldenfox99,1460,e4 c5 d4 cxd4 c3 dxc3 Bc4 Nc6 Nf3 g6 O-O Bg7 Nxc3 e5 Ng5 Nh6 Qd5 O-O Nb5 Bf6 f4 exf4 Nxf7 Nxf7 Nd6 Qe7 Bxf4 Nb4 Qd2 a5 Nxf7 Rxf7 Bxf7+ Qxf7 Be5,B21,5,Sicilian Defense: Smith-Morra Gambit,Sicilian Defense,,Smith-Morra Gambit
2186,TRUE,43,Resign,White,10+0,sansebastian,1501,goldenfox99,1484,d4 Nf6 Nc3 e6 Nf3 Bb4 a3 Bxc3+ bxc3 d5 e3 O-O c4 Nc6 cxd5 exd5 c4 dxc4 Bxc4 Bf5 O-O a6 Nh4 Bg4 f3 Bh5 g4 Bg6 Nxg6 hxg6 g5 Nd7 f4 Nb6 Bd3 Re8 Qg4 Nd5 Rf3 Re6 Rh3 Nxf4 Qxf4,A45,2,Indian Game,Indian Game,,
2187,TRUE,111,Mate,White,10+0,goldenfox99,1457,manol89,1449,c4 Nf6 g3 g6 Bg2 Bg7 Nc3 O-O Nf3 d6 d4 Re8 O-O e5 dxe5 dxe5 Qxd8 Rxd8 Nxe5 Nbd7 Nxd7 Bxd7 Bf4 c6 Rac1 Bg4 e3 Nd7 h3 Be6 b3 b5 Bxc6 bxc4 Bxa8 Rxa8 bxc4 Bxc4 Rfd1 Nc5 Rd2 Ne6 Rcd1 Bxc3 Rc2 Nxf4 exf4 Bxa2 Rxa2 Bb4 Rd4 Bc5 Rda4 Kg7 Kg2 f5 Ra6 h5 f3 Kh7 g4 Kh6 g5+ Kh7 Kf1 Kg7 Ke2 Kf7 Kd3 Ke7 Kc4 Bf2 Kb5 Kd7 Rxf2 Kc7 Rfa2 Kb7 Rxg6 a6+ Ka5 Kc7 Rd2 Rd8 Rxd8 Kxd8 Rxa6 Kd7 Rf6 Ke7 Rxf5 Ke6 Rb5 Kd6 Re5 Kd7 g6 Kd6 g7 Kd7 g8=Q Kd6 f5 Kc6 f6 Kd6 Qe6+ Kc7 Rc5+ Kd8 Qe7#,A15,2,English Opening: Anglo-Indian Defense,English Opening,,Anglo-Indian Defense
2188,TRUE,49,Out of Time,White,10+0,goldenfox99,1419,daiodd,1544,c4 e5 g3 Nf6 Bg2 c6 Nc3 Na6 d3 Bb4 Nf3 Bxc3+ bxc3 d6 O-O Be6 Qb3 O-O Qxb7 Nc5 Qb2 d5 cxd5 Bxd5 c4 Be6 Nxe5 Na4 Qa3 Nc5 Qxc5 Rc8 Bd2 Bd7 Qa5 Qe7 Nxd7 Nxd7 Qxa7 Qxe2 Qxd7 Qxd2 Bxc6 Rcd8 Rfd1 Qe2 Qf5 Rxd3 Rxd3,A20,2,English Opening: King's English Variation,English Opening,,King's English Variation
2189,FALSE,40,Out of Time,Black,15+10,goldenfox99,1419,onedfour,1865,c4 e5 d3 Nf6 g3 d5 cxd5 Nxd5 Bg2 c6 Nf3 Bd6 O-O O-O Nc3 Be6 e4 Nf6 h3 h6 Be3 Qd7 Kh2 Nh7 Qd2 f5 exf5 Bxf5 Nh4 Be6 Ne4 Bc7 Nc5 Qc8 Nxe6 Qxe6 Qc3 Nd7 Nf3 Rad8,A20,2,English Opening: King's English Variation,English Opening,,King's English Variation
2190,TRUE,57,Resign,Black,15+10,goldenfox99,1433,accrochetaceinture,1653,c4 c5 g3 e6 Bg2 Ne7 Nc3 Nbc6 Nf3 g6 O-O Bg7 d3 Nd4 e3 Nxf3+ Bxf3 Bxc3 bxc3 d5 cxd5 Nxd5 Bb2 O-O Qb3 Rb8 c4 Nf6 Qc3 Kg7 Rab1 b6 Ba3 Re8 Bxc5 Bb7 Bxb7 Rxb7 Bd4 Qe7 f4 Rd7 Rb3 h6 h4 Rd6 g4 Rxd4 Qxd4 Rd8 Qe5 Kh7 g5 Nd7 Qe4 Nc5 Qd4,A30,2,English Opening: Symmetrical Variation,English Opening,,Symmetrical Variation
2191,TRUE,14,Resign,White,25+0,ddx1308,1781,goldenfox99,1441,Nf3 d5 c4 dxc4 e4 Nf6 e5 Ng4 Bxc4 g6 d4 c5 Qb3 e6,A09,4,Reti Opening: Reti Accepted,Reti Opening,,Reti Accepted
2192,TRUE,19,Resign,White,7+7,valeriy56,1639,dsom1234,1807,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Nd4 Nxe5 Qe7 Bxf7+ Kd8 c3 Nb5 d4 d6 Bc4 Be6 Bxb5,C55,7,Italian Game: Two Knights Defense |  Modern Bishop's Opening,Italian Game,,Two Knights Defense
2193,TRUE,45,Resign,White,10+1,dsom1234,1807,dinosaurchessmaster,1798,c4 Nc6 g3 d5 cxd5 Qxd5 Nf3 Bg4 Nc3 Qh5 Bg2 Bh3 Bxh3 Qxh3 d3 O-O-O Qa4 Kb8 Be3 e5 Nxe5 Nxe5 Qxa7+ Kc8 Qa8+ Kd7 Qxb7 Nf6 Qb5+ Nc6 Nd5 Qg2 Nxf6+ gxf6 O-O-O Rb8 Qf5+ Ke7 Rdg1 Qxh1 Rxh1 Bg7 Qc5+ Kd7 Qd5+,A10,2,English Opening: Anglo-Lithuanian Variation,English Opening,,Anglo-Lithuanian Variation
2194,TRUE,109,Out of Time,White,20+8,imanovice,1889,dsom1234,1807,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 f4 Nbd7 Be3 Nc5 Bd3 Ng4 Nf5 Nxe3 Nxe3 g6 O-O Bg7 Qd2 O-O b4 Nxd3 cxd3 Bd4 Rac1 Be6 f5 Bd7 Ne2 Bg7 Nd5 Bc6 fxg6 hxg6 Qg5 Bxd5 Qxd5 Qb6+ Kh1 e6 Qc4 Bb2 Rcd1 a5 b5 Qc5 Qb3 Qb4 Qxb4 axb4 Rd2 Bg7 Nc1 Ra3 Rdf2 f5 Re2 fxe4 Rxf8+ Kxf8 dxe4 Ra5 b6 Rc5 Nd3 Rc3 Rd2 Ke7 Rd1 Bd4 Nf4 Rc2 h4 Be3 Nxg6+ Kf6 h5 Rxa2 Rb1 Ra4 Nf8 Bh6 Ng6 Kg5 Nh8 Kxh5 Nf7 Be3 Nxd6 Bxb6 Kh2 Kg4 e5 Bd4 Re1 b3 Re4+ Kh5 Kh3 b2 Rh4+ Kg5 Rg4+ Kh6 Rh4+,B93,11,Sicilian Defense: Najdorf Variation |  Amsterdam Variation,Sicilian Defense,,Najdorf Variation
2195,TRUE,18,Resign,Black,15+0,dsom1234,1807,nilov,1687,d4 Nf6 Nf3 e6 e3 d5 Nc3 Be7 Ng5 c5 Be2 O-O Bh5 Nxh5 Qxh5 Bxg5 Qxg5 Qxg5,D05,6,Colle System,Colle System,,
2196,TRUE,45,Mate,White,10+10,valeriy56,1639,dsom1234,1807,c4 e5 g3 Nf6 Bg2 c6 d4 exd4 Qxd4 d5 Nc3 Nbd7 Qe3+ Be7 cxd5 cxd5 Bxd5 Nc5 Bg2 Ng4 Qd2 O-O Nf3 Qxd2+ Bxd2 Rd8 h3 Nf6 Be3 Nce4 Nxe4 Nxe4 O-O Bd6 Rad1 Be7 Rxd8+ Bxd8 Rd1 Be7 g4 Bf6 Ne5 Bxe5 Rd8#,A20,2,English Opening: King's English Variation,English Opening,,King's English Variation
2197,TRUE,86,Mate,Black,20+0,soric,1630,dsom1234,1723,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e6 Be2 Qc7 Qd2 e5 Nb3 Be7 Nd5 Nxd5 exd5 Bf5 Bd3 Bxd3 Qxd3 O-O O-O f5 Bd2 Nd7 c4 e4 Qe2 Bf6 Be3 Ne5 Bd4 Qxc4 Qxc4 Nxc4 Bxf6 Rxf6 Rab1 Rf7 Rfc1 Nb6 Rd1 Rc8 h4 g6 Na5 Rc2 a3 Rfc7 Nb3 Nc4 Nd4 Rxb2 Ne6 Rxb1 Rxb1 Nxa3 Rb3 Rc1+ Kh2 Nb5 Nd8 Rc2 Nxb7 Rxf2 Rb4 e3 Rc4 e2 Rc1 Rf1 Rc8+ Kf7 Nd8+ Kf6 Ne6 e1=Q Rf8+ Ke5 Nf4 Rh1#,B90,11,Sicilian Defense: Najdorf Variation |  English Attack,Sicilian Defense,,Najdorf Variation
2198,TRUE,61,Mate,White,15+1,dsom1234,1555,re1957,1575,d4 d5 Nf3 c6 e3 Nf6 Be2 e6 O-O Be7 b3 O-O c4 b6 Nc3 c5 cxd5 Nxd5 Bb2 Bb7 dxc5 bxc5 Nxd5 exd5 Qc2 a6 Bd3 g6 Rad1 Nd7 Rfe1 Nf6 Bxf6 Bxf6 Qxc5 Re8 Qb4 Rb8 Nd4 a5 Qa4 Qb6 Rc1 Rbc8 g3 Rxc1 Qxe8+ Kg7 Rxc1 Bxd4 exd4 Qxd4 Rc7 Qxd3 Qxf7+ Kh6 Qf8+ Kg5 Qf4+ Kh5 Rxh7#,D02,3,Queen's Pawn Game: Zukertort Variation,Queen's Pawn Game,,Zukertort Variation
2199,FALSE,35,Resign,White,10+0,dsom1234,1555,maikkel,1755,d4 d5 Nf3 Bf5 Nc3 c6 e3 Nf6 Bd3 Bxd3 cxd3 e6 O-O Bd6 e4 dxe4 dxe4 Bc7 Bg5 h6 Bxf6 Qxf6 e5 Qe7 Qb3 O-O Qxb7 Na6 Qxa6 Rfb8 Qxc6 Rxb2 Qxa8+ Rb8 Qxa7,D02,3,Queen's Pawn Game: Zukertort Variation,Queen's Pawn Game,,Zukertort Variation
2200,FALSE,42,Resign,Black,15+10,vaxxx84,1881,dsom1234,1555,d4 d5 c4 c6 Nf3 Nf6 Nc3 a6 Bg5 dxc4 e4 b5 a3 h6 Bf4 Nbd7 Be2 g5 Bg3 Bg7 O-O O-O e5 Nd5 Nxd5 cxd5 h4 gxh4 Bxh4 Nb6 Qd2 Bf5 Nh2 Qd7 Qf4 f6 Bg4 fxe5 dxe5 Bxg4 Nxg4 Rxf4,D15,8,Slav Defense: Chameleon Variation,Slav Defense,,Chameleon Variation
2201,FALSE,79,Mate,White,25+0,dsom1234,1555,chrisgist89,1412,d4 g6 e4 Bg7 Nf3 d5 e5 e6 Nc3 Ne7 Be2 a6 O-O O-O a3 Bd7 b4 c5 bxc5 b6 cxb6 Qxb6 Qd3 Bb5 Nxb5 axb5 Rb1 b4 axb4 Nf5 g4 Ne7 c3 Nbc6 b5 Na5 Bg5 Qd8 b6 Rb8 Qb5 Nb7 c4 h6 Bxe7 Qxe7 c5 Rbc8 c6 Nd6 exd6 Qxd6 Rfc1 h5 b7 Rce8 c7 Bh6 c8=Q Bxc1 Qbxe8 Bh6 b8=Q Rxe8 Qxe8+ Bf8 Qxd6 Kg7 Qdxf8+ Kf6 Qd6 hxg4 Nh4 g3 Qef8 Kg5 Qxg3+ Kf6 Qf4#,B06,4,Robatsch (Modern) Defense,Robatsch (Modern) Defense,,
2202,FALSE,54,Mate,Black,25+0,chrisgist89,1412,dsom1234,1555,g3 c5 Bg2 Nc6 Bxc6 bxc6 b3 Nf6 e3 e5 Bb2 Bd6 Nc3 Bc7 Qe2 d5 Qf1 O-O O-O-O d4 exd4 cxd4 Nb1 Bf5 d3 c5 Ba3 Qd5 f3 Qc6 Ne2 Nd5 Qg2 Ne3 Qf2 c4 Bxf8 cxd3 Rd2 dxe2 Ba3 Bxc2 Qxe2 Bd1+ Rc2 Bxc2 Kd2 Bxb3 Rc1 Ba5+ Nc3 Bxc3+ Rxc3 Qxc3#,A00,2,Hungarian Opening: Sicilian Invitation,Hungarian Opening,,Sicilian Invitation
2203,TRUE,89,Mate,White,30+30,dead23,1293,dsom1234,2123,e4 e5 Nf3 Nc6 Bc4 Bc5 a3 a5 c3 Qe7 d4 exd4 cxd4 Qxe4+ Be3 d5 Nc3 Qg6 Bd3 Qxg2 Rg1 Qh3 Bf1 Qe6 dxc5 Nf6 Rxg7 h6 Qd2 Qf5 Rg3 Be6 Nd4 Qe5 f4 Qh5 f5 Bd7 Nxc6 Bxc6 Bd4 Qh4 O-O-O O-O-O Rh3 Qg5 Qxg5 hxg5 Bxf6 Rxh3 Bxd8 Rxc3+ bxc3 Kxd8 f6 Ke8 Re1+ Kd8 Re7 Be8 Bg2 d4 cxd4 b6 cxb6 cxb6 Kd2 b5 Kc3 g4 Bd5 b4+ axb4 a4 Bxf7 Bxf7 Rxf7 Ke8 Re7+ Kd8 Kb2 g3 hxg3 a3+ Kxa3 Kc8 f7 Kd8 f8=Q#,C50,6,Giuoco Piano,Giuoco Piano,,
2204,TRUE,25,Resign,White,30+30,dsom1234,2118,dead23,1294,d4 d5 Nf3 Nf6 Nc3 e6 e3 Bb4 Bd3 Bxc3+ bxc3 h6 O-O O-O c4 dxc4 Bxc4 a6 Ba3 Re8 Ne5 b5 Qf3 bxc4 Qxa8,D02,4,Queen's Pawn Game: Symmetrical Variation,Queen's Pawn Game,,Symmetrical Variation
2205,TRUE,28,Resign,Black,30+30,dead23,1295,dsom1234,2112,e4 e5 Nf3 d6 Nc3 Nf6 d4 Nbd7 dxe5 dxe5 Bg5 Bc5 Bc4 c6 O-O b5 Bb3 O-O a4 b4 Na2 a5 c3 Ba6 Re1 Qb6 cxb4 Bxf2+,C41,8,Philidor Defense: Lion Variation,Philidor Defense,,Lion Variation
2206,TRUE,35,Mate,White,8+0,dsom1234,1500,rin-chan,2154,d4 Nf6 Nf3 e6 e3 c5 Be2 Nc6 O-O Qc7 c4 cxd4 exd4 d5 Nc3 dxc4 Bxc4 a6 d5 Nb4 dxe6 Qxc4 exf7+ Qxf7 Ng5 Qc7 Re1+ Be7 Qb3 Rf8 Qxb4 Bf5 Bf4 Qc6 Qxe7#,A46,5,Yusupov-Rubinstein System,Yusupov-Rubinstein System,,
2207,FALSE,30,Resign,White,7+7,radhouanebourougaa,2075,alfrechess,2140,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be3 Bb4 Ne2 Nxe4 Qd3 d5 O-O-O Bd7 Nxe4 dxe4 Qxe4 O-O h4 Qc7 Nd4 Nxd4 Qxd4 Be7 Qxd7 Qxd7,B45,10,Sicilian Defense: Four Knights Variation,Sicilian Defense,,Four Knights Variation
2208,TRUE,125,Resign,White,10+15,quarkss,1848,doraemon61,2264,e4 d5 exd5 Nf6 Nf3 c6 dxc6 Nxc6 Bb5 e6 O-O Bd6 d4 O-O Bg5 Qb6 c4 Rd8 Bxf6 gxf6 Nc3 Be7 Bxc6 bxc6 Qe2 Kh8 b3 Bb7 Qe3 Rg8 Ne4 Rad8 Rad1 Qa5 Nc5 Qc7 Rfe1 a5 g3 Bd6 Kg2 Bc8 Nd3 Bb7 c5 Be7 Nb2 Ba6 Na4 Rg7 Nb6 Rb8 Nd2 f5 Nf3 Rxb6 cxb6 Qxb6 Rc1 Qb5 Ne5 Bb7 f3 Qd5 Nc4 Ba6 Qe5 Bb4 Red1 Qd8 f4 Bb5 a3 Be7 a4 Bxc4 Rxc4 c5 Rcc1 Bd6 Qe3 Qa8+ Kf2 cxd4 Qxd4 Bf8 Qd7 Qb8 Rc8 Qb4 Rd4 Qa3 Qd8 Rg8 Qf6+ Bg7 Rxg8+ Kxg8 Rd8+ Bf8 Kg2 e5 Qg5+ Kh8 fxe5 Qb4 Qxf5 Kg8 Qg5+ Kh8 Kh3 h5 Qxh5+ Kg7 Qg5+ Kh7 e6 Qe7 Qxe7 Bxe7 Rd7 Bf6 e7 Bxe7 Rxe7,B01,4,Scandinavian Defense: Modern Variation #2,Scandinavian Defense,,Modern Variation #2
2209,TRUE,137,Resign,White,10+0,wtfhsyn,2056,doraemon61,2264,e4 d5 exd5 Nf6 Nf3 e6 dxe6 Bxe6 Nc3 Bd6 d4 O-O Bd3 Re8 O-O Nc6 a3 h6 Re1 Qd7 h3 Bf5 Be3 a6 b4 Rad8 Bxf5 Qxf5 Qb1 Ne7 Qb3 c6 Na4 Qc8 Bd2 Ng6 Nc5 b6 Nd3 Ne4 Be3 Nf6 c4 b5 a4 Qe6 Rac1 Qf5 a5 Rb8 Nc5 Bxc5 dxc5 Ne5 Nxe5 Qxe5 Bxh6 bxc4 Qxc4 Qxe1+ Rxe1 Rxe1+ Kh2 Ra8 Be3 Nd5 Qg4 Nf6 Qg3 Nd5 Qg4 Nf6 Qc4 Nd5 Bd2 Ree8 h4 Nc7 Qg4 Re6 Bc3 f6 h5 Rae8 h6 R8e7 hxg7 Nd5 Bd2 Nc7 Bf4 Ne8 g3 Nxg7 Bh6 Re4 Qc8+ Ne8 Qxc6 Rxb4 Qxa6 Kf7 Qd3 Nc7 Bf4 Ne6 Bd6 Re8 Qd5 Kg6 a6 Rd4 Qc6 Rh8+ Kg2 Nd8 Qb6 Ne6 a7 Ra4 Qb8 Kg7 c6 Ra1 c7 Nxc7 Qxc7+ Kg6 Qb8 Rh7 Qg8+ Rg7 a8=Q Rxa8 Qxa8 Kh7 Qe4+,B01,4,Scandinavian Defense: Modern Variation #2,Scandinavian Defense,,Modern Variation #2
2210,TRUE,140,Draw,Draw,8+2,doraemon61,2264,valeriy56,1639,e4 c5 Nf3 d6 Nc3 Nc6 d4 cxd4 Nxd4 Nf6 Bc4 Qb6 Nb3 e6 O-O Be7 Bf4 Qd8 Be2 O-O Qd2 e5 Be3 Nxe4 Nxe4 d5 Qd3 dxe4 Qxe4 Be6 Rad1 Qc8 c3 f5 Qa4 a6 Bb6 Nb8 Bb5 Rf6 Nc5 Kh8 Rfe1 Bxa2 Nd7 Nxd7 Bxd7 Qc4 Qxc4 Bxc4 Bd4 Bb3 Bxe5 Bxd1 Bxf6 Bxf6 Rxd1 Rd8 f4 g6 Kf2 Kg7 Ke3 Be7 g3 Kf7 Kf3 b5 Rd5 Bf6 Ke2 Ke7 Bc6 Ke6 Rxd8 Bxd8 Kd3 Kd6 Be8 Bb6 h3 Bc5 g4 Ke7 Bc6 b4 cxb4 Bxb4 Bb7 a5 gxf5 gxf5 Bc8 Kf6 Bb7 Be7 Bd5 Kg6 Bc6 Bf6 b3 Bh4 Kd4 Kf6 Ke3 Bg3 Bd5 Bh4 Kf3 Kg6 Bg8 Be7 Bc4 h6 Bb5 Kf6 Bc6 Kg6 Be8+ Kf6 Bb5 Kf7 Bc4+ Kf6 Bd3 Kf7 Bc4+ Kf6 Bb5 Bd8 Be8 Be7 Bc6 Bd8 Bb7 Be7 Bd5 Bd8 Bc4 Be7,B57,12,Sicilian Defense: Classical Variation |  Anti-Sozin Variation,Sicilian Defense,,Classical Variation
2211,TRUE,52,Resign,Black,10+0,peppe505,2366,doraemon61,2264,e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 Nf3 e5 d3 Bb4+ Bd2 Bc5 Be2 O-O O-O Bf5 Bc3 Qd6 Nh4 Be6 Qc2 a6 a3 a5 Nd2 Nd4 Bxd4 exd4 Rae1 Rfe8 Nhf3 h6 Nb3 Bb6 c5 Bxb3 Qxb3 Qxc5 Rc1 a4 Qc2 Qf5 Rfd1 Rac8 Qd2 Ba5 Nxd4 Bxd2 Nxf5 Rxc1,B01,6,Scandinavian Defense: Panov Transfer,Scandinavian Defense,,Panov Transfer
2212,FALSE,19,Resign,Black,45+0,cowcowcuw123,2030,doraemon61,2264,e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 Nf3 e5 Nc3 e4 Qe2 Qe7 Ng5 Nd4 Qd1 h6 Nxf7,B01,6,Scandinavian Defense: Panov Transfer,Scandinavian Defense,,Panov Transfer
2213,TRUE,92,Mate,Black,10+0,ericksn,1778,doraemon61,2264,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Qe2 b5 Bb3 Bc5 c3 O-O O-O d5 d3 d4 Bg5 dxc3 Nxc3 Bg4 Nd5 Nd4 Qd1 Qd6 Nxf6+ gxf6 Bh6 Rfd8 h3 Nxf3+ gxf3 Bxh3 Kh2 Bxf1 Qxf1 Kh8 Bxf7 Rd7 Bd5 c6 Bb3 a5 a4 bxa4 Bc4 f5 Qh3 f4 Rg1 Bxf2 Rg5 Bg3+ Kh1 a3 Qg4 Qxh6+ Rh5 axb2 Ba2 Qg7 Rg5 Rxd3 Rxg7 b1=Q+ Bxb1 Rd1+ Kg2 Rd2+ Kh1 Rad8 Rxh7+ Kxh7 Qh5+ Kg7 Qxe5+ Kf7 Qf5+ Ke7 Qh7+ Ke8 Qh8+ Kd7 Qg7+ Kc8 Qg4+ Kb8 Qe6 Rh2+ Kg1 Rd1#,C77,9,Ruy Lopez: Morphy Defense |  Wormald Attack,Ruy Lopez,,Morphy Defense
